model	E_kin	D	M	U	Up	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	ed	ep	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tbA1_down_1	tbA1_up_1	tbA2_down_1	tbA2_up_1	tbA3_down_1	tbA3_up_1	tbA4_down_1	tbA4_up_1	tbA5_down_1	tbA5_up_1	tbA6_down_1	tbA6_up_1	tbA7_down_1	tbA7_up_1	tbA8_down_1	tbA8_up_1	tbB1_down_1	tbB1_up_1	tbB2_down_1	tbB2_up_1	tbB3_down_1	tbB3_up_1	tbB4_down_1	tbB4_up_1	tbB5_down_1	tbB5_up_1	tbB6_down_1	tbB6_up_1	tbB7_down_1	tbB7_up_1	tbB8_down_1	tbB8_up_1	tpd	tpp	tppp	trb1_1	trb2_1	trb3_1	trb4_1	trb5_1	trb6_1	trb7_1	trb8_1	ave_D	ave_M	ave_ed	ave_ep	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tbA1_down_1	ave_tbA1_up_1	ave_tbA2_down_1	ave_tbA2_up_1	ave_tbA3_down_1	ave_tbA3_up_1	ave_tbA4_down_1	ave_tbA4_up_1	ave_tbA5_down_1	ave_tbA5_up_1	ave_tbA6_down_1	ave_tbA6_up_1	ave_tbA7_down_1	ave_tbA7_up_1	ave_tbA8_down_1	ave_tbA8_up_1	ave_tbB1_down_1	ave_tbB1_up_1	ave_tbB2_down_1	ave_tbB2_up_1	ave_tbB3_down_1	ave_tbB3_up_1	ave_tbB4_down_1	ave_tbB4_up_1	ave_tbB5_down_1	ave_tbB5_up_1	ave_tbB6_down_1	ave_tbB6_up_1	ave_tbB7_down_1	ave_tbB7_up_1	ave_tbB8_down_1	ave_tbB8_up_1	ave_trb1_1	ave_trb2_1	ave_trb3_1	ave_trb4_1	ave_trb5_1	ave_trb6_1	ave_trb7_1	ave_trb8_1	ave_ep_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	3.5953789	0	0	10	0	-0.20645925	-5.3101663	-3.6217989	0.4028292	-4.6029959	-0.29644564	-0.29758432	-4.6674322	0	2.5	11.795	2.2842824e-05	-2.8031979e-05	-2.1665296e-05	-1.1765047e-05	0.0012473253	5.8477593e-05	-0.25099527	-0.004758899	0.33839314	0.027682211	2.7396879	2.6088871	-1.1618201	-1.2421664	0.23311608	-0.44615147	-0.075895051	2.5710666	0.011789265	-0.0076077771	-0.016794007	-0.0073744532	2.7873277	0.29740571	0.027638782	0.33835614	2.6071345	2.7380327	1.2446915	1.1645355	0.44609843	-0.23304405	2.5870236	-0.31603629	-0.0066961788	0.012232393	-0.0071883555	-0.015422689	0.071433982	2.7701809	2.502	1	0.2	-4.9581422e-05	5.0923488e-05	-2.2284172e-05	3.3025974e-06	-0.0027207795	-0.25056391	-4.4428391e-05	-0.0010017632	0.0096319021	0.095383664	0.45446889	1.2343502	1.6888191	-0.65896119	-0.26079304	0.11049022	0.47688839	1.7732106	1.3627531	1.9582331	0.14251765	1.9017486	1.3652616	1.3642388	1.6576264	1.4655452	-5.0438973e-05	0.00017169509	0.00016214046	-4.4499637e-06	0.0064637224	-0.00044824135	2.403951	-0.18056997	-0.49928626	-0.19505178	-0.99545441	-0.59481992	0.19062054	-0.018481203	0.072491295	0.39120446	0.019025627	-0.20452649	-0.13678227	0.01276509	0.14272019	0.014474927	-0.69485406	-0.023723795	-0.19506415	-0.49923809	-0.59478275	-0.99521926	0.017739073	-0.19191658	-0.39109668	-0.072584672	-0.20583435	0.079277047	0.012692053	-0.13747849	0.014211825	0.14153407	-0.0056650503	-0.69085461	5.6254375e-05	-1.3097032e-05	4.622486e-05	-1.4454083e-05	-0.034129112	2.4027152	0.00048305511	0.0018006713	2	2	0	0	-97.781706	R0:S0:1	1.4655452	-74.36	uncorrelated	2	817c5bc	v2.2.6	YY	40	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-24@15:56
model	E_kin	D	M	U	Up	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	ed	ep	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tbA1_down_1	tbA1_up_1	tbA2_down_1	tbA2_up_1	tbA3_down_1	tbA3_up_1	tbA4_down_1	tbA4_up_1	tbA5_down_1	tbA5_up_1	tbA6_down_1	tbA6_up_1	tbA7_down_1	tbA7_up_1	tbA8_down_1	tbA8_up_1	tbB1_down_1	tbB1_up_1	tbB2_down_1	tbB2_up_1	tbB3_down_1	tbB3_up_1	tbB4_down_1	tbB4_up_1	tbB5_down_1	tbB5_up_1	tbB6_down_1	tbB6_up_1	tbB7_down_1	tbB7_up_1	tbB8_down_1	tbB8_up_1	tpd	tpp	tppp	trb1_1	trb2_1	trb3_1	trb4_1	trb5_1	trb6_1	trb7_1	trb8_1	ave_D	ave_M	ave_ed	ave_ep	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tbA1_down_1	ave_tbA1_up_1	ave_tbA2_down_1	ave_tbA2_up_1	ave_tbA3_down_1	ave_tbA3_up_1	ave_tbA4_down_1	ave_tbA4_up_1	ave_tbA5_down_1	ave_tbA5_up_1	ave_tbA6_down_1	ave_tbA6_up_1	ave_tbA7_down_1	ave_tbA7_up_1	ave_tbA8_down_1	ave_tbA8_up_1	ave_tbB1_down_1	ave_tbB1_up_1	ave_tbB2_down_1	ave_tbB2_up_1	ave_tbB3_down_1	ave_tbB3_up_1	ave_tbB4_down_1	ave_tbB4_up_1	ave_tbB5_down_1	ave_tbB5_up_1	ave_tbB6_down_1	ave_tbB6_up_1	ave_tbB7_down_1	ave_tbB7_up_1	ave_tbB8_down_1	ave_tbB8_up_1	ave_trb1_1	ave_trb2_1	ave_trb3_1	ave_trb4_1	ave_trb5_1	ave_trb6_1	ave_trb7_1	ave_trb8_1	ave_ep_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	3.594757	0	0	10	0	-0.20813214	-5.3125216	-3.6271262	0.40342365	-4.6048217	-0.29688999	-0.29812138	-4.671012	0	2.5	11.795	2.1983153e-05	-3.0405248e-05	-2.1259223e-05	-9.7854155e-06	-0.0023628698	-0.00010770798	-0.25114233	-0.0048312862	0.33886523	0.027718656	2.7404339	2.6100207	-1.1624146	-1.2417794	0.23292921	-0.44670785	-0.45212376	2.5879701	0.012963193	-0.0064493819	-0.015159528	-0.0071126483	2.7523693	-0.027774734	0.027667707	0.33872481	2.6074867	2.7380892	1.2454705	1.1664016	0.44658551	-0.23279326	2.5533903	0.029544915	-0.0081366397	0.012107523	-0.0074844364	-0.01772261	0.42544458	2.789567	2.502	1	0.2	9.008404e-05	-8.4693958e-05	2.2878946e-05	-3.1895492e-06	-0.0027598959	-0.25067145	0.00010864514	0.0018466341	0.0098509396	0.095715964	0.45440944	1.2343382	1.6887476	-0.65903461	-0.26078885	0.11050173	0.47656414	1.7739313	1.3629234	1.9581381	0.14203717	1.9005569	1.3667928	1.3659053	1.6583977	1.4652144	-4.2813915e-05	0.00017327924	0.00015811839	-1.1400934e-05	-0.013621518	0.00087833382	2.3991638	-0.18567851	-0.4993447	-0.19481738	-0.99600567	-0.59404245	0.19104561	-0.019025424	0.07284757	0.39128537	0.11371567	-0.20506066	-0.1423112	0.013009044	0.14519783	0.01425882	-0.68784153	0.0022902171	-0.19490782	-0.49920993	-0.59406703	-0.99571519	0.017916144	-0.19299778	-0.39111746	-0.07300397	-0.20226024	-0.0074041499	0.013134171	-0.14094674	0.014766262	0.14742999	-0.033777318	-0.69672161	-9.9793858e-05	2.1720874e-05	-5.0525778e-05	2.1584677e-05	-0.036143069	2.397932	-0.0009976616	-0.0033272671	2	2	0	0	-97.814742	R0:S0:1	1.4652144	-74.36	uncorrelated	2	817c5bc	v2.2.6	YY	56	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-24@16:49
2x2_2C_8b_C2v_L	3.621983	0	0	10	0	-0.18168459	-5.2753007	-3.5268867	0.38510863	-4.5733901	-0.2831828	-0.28381553	-4.6188661	0	2.5	11.805	1.2603979e-05	-8.4133446e-06	-2.9019303e-06	7.1924354e-06	0.00014519317	4.1256599e-05	-0.24880571	-0.00048677729	0.32904024	0.029974778	2.7302267	2.5964968	-1.1433303	-1.2356091	0.23591507	-0.43664182	-0.066690751	2.5690131	0.0011064913	-0.00072386004	-0.0016431293	-0.00068738766	2.7662389	0.28433884	0.029950159	0.32899557	2.5951966	2.7290219	1.2374515	1.1453173	0.43658764	-0.23584433	2.5838033	-0.30139788	-0.00061452948	0.001156718	-0.00067035253	-0.00147648	0.062983097	2.7504353	2.502	1	0.2	-1.4212929e-05	2.2415379e-05	-1.9389168e-06	5.5986804e-06	-0.00027335475	-0.24851022	-3.6277197e-05	-0.0001213238	0.00098761393	0.088748473	0.45632944	1.2348163	1.6911457	-0.65586407	-0.26072177	0.10990294	0.48270025	1.7591341	1.3601026	1.9595797	0.15140514	1.8944898	1.3410603	1.3416757	1.6716554	1.4714872	-3.305835e-05	2.3866149e-05	2.212989e-05	-1.1773971e-05	0.00041853287	-0.00021199234	2.4785109	-0.013721129	-0.49946625	-0.19945583	-0.98536558	-0.6080273	0.17888865	-0.012889204	0.064925588	0.38989134	0.016261772	-0.21892688	-0.010896979	0.0011351493	0.011507335	0.0013374198	-0.66597149	-0.024081944	-0.19948632	-0.49941868	-0.6080107	-0.98521454	0.012321607	-0.1798582	-0.3897987	-0.065013189	-0.2201949	0.073110252	0.0011298705	-0.010974704	0.0013025193	0.011377785	-0.0052441157	-0.66218663	2.0102516e-05	-6.5271023e-06	4.908876e-06	-9.0061737e-06	-0.0026135485	2.4784953	0.0001871566	0.00020675013	2	2	0	0	-97.292204	R0:S0:1	1.4714872	-74.44	uncorrelated	2	817c5bc	v2.2.6	YY	38	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-24@17:30
2x2_2C_8b_C2v_L	3.6384772	0	0	10	0	-0.18266034	-5.2781864	-3.5127237	0.3777823	-4.5697954	-0.27717707	-0.27786963	-4.6233444	0	2.5	11.815	8.3307202e-06	-2.7391237e-06	2.499996e-06	3.9508269e-06	6.4810917e-05	4.6715286e-05	-0.24850821	-0.00015384887	0.3268064	0.033265473	2.7247546	2.5993666	-1.1475084	-1.2273515	0.23487438	-0.43595825	-0.072187814	2.5666585	0.00034645041	-0.00023585903	-0.00054607267	-0.00022067073	2.7652582	0.28640426	0.033247609	0.32674905	2.597757	2.723259	1.2296418	1.1499563	0.43588472	-0.23479781	2.5815371	-0.3032148	-0.00019084974	0.0003685138	-0.00021024445	-0.00045589369	0.06825412	2.7493541	2.502	1	0.2	-5.0970185e-06	7.7405168e-06	3.0865943e-06	1.8535602e-06	-8.6737874e-05	-0.24817766	-3.925042e-05	-6.3815908e-05	0.0002725561	0.087350438	0.45724318	1.2350894	1.6923325	-0.65396465	-0.26058035	0.1095111	0.48358971	1.7568159	1.3605607	1.9590341	0.15238588	1.8938663	1.3422586	1.3429329	1.6728658	1.4724073	-2.4407753e-05	5.6560387e-06	-3.3344132e-06	-2.2621685e-06	8.2312043e-05	-0.00024865011	2.480228	-0.0038061288	-0.50050416	-0.20112791	-0.98303789	-0.60952435	0.18087707	-0.014408002	0.064282122	0.390144	0.01756193	-0.21991299	-0.0031137858	0.00033380161	0.0033422047	0.00041458463	-0.6633001	-0.024366952	-0.20117209	-0.50044131	-0.60950671	-0.98285039	0.01370018	-0.18207866	-0.39002729	-0.064386155	-0.2212023	0.073375649	0.00033847987	-0.0031575648	0.0003928627	0.0032695177	-0.0057085053	-0.6594996	7.2085707e-06	-2.1206594e-06	-5.4522453e-06	-2.6133229e-06	-0.00073380447	2.4801614	0.00020603687	9.7248138e-05	2	2	0	0	-97.303791	R0:S0:1	1.4724073	-74.52	uncorrelated	2	817c5bc	v2.2.6	YY	22	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-24@18:18
2x2_2C_8b_C2v_L	3.654337	0	0	10	0	-0.18366686	-5.2802881	-3.4996286	0.37074662	-4.5656339	-0.27144696	-0.27222386	-4.6268256	0	2.5	11.825	5.9317593e-06	6.645262e-07	2.8629999e-06	6.6037377e-06	3.4385744e-05	4.8782603e-05	-0.24815093	-8.0130206e-05	0.32468601	0.036564093	2.7203926	2.5998385	-1.1497406	-1.2222453	0.23370925	-0.4351711	-0.068268371	2.5652311	0.00016537073	-0.00010944199	-0.00026464321	-9.3615371e-05	2.7643207	0.27774343	0.036525353	0.32464297	2.5986892	2.7192988	1.22388	1.1515008	0.43511549	-0.23364462	2.5792428	-0.29372407	-8.6566048e-05	0.00017003424	-9.9931377e-05	-0.00021714444	0.064626058	2.7493207	2.502	1	0.2	-1.0392237e-07	-3.3247694e-06	2.961517e-06	-2.4626833e-06	-4.1392386e-05	-0.24778564	-4.4872091e-05	-3.0148416e-05	0.00011028299	0.086086086	0.45810649	1.235354	1.6934601	-0.65214871	-0.26042496	0.10914193	0.48448092	1.7546112	1.3608333	1.9587165	0.15320056	1.8934876	1.3435876	1.3443675	1.673764	1.473334	-1.5430015e-05	-6.5769858e-07	-1.9940739e-06	-1.0458155e-05	2.4327214e-05	-0.00027028768	2.481148	-0.0015526583	-0.5015891	-0.20281214	-0.98105457	-0.61080758	0.18198005	-0.015075915	0.063676881	0.39025037	0.016599399	-0.22074087	-0.0013390425	0.00014762882	0.0014467042	0.00017944924	-0.66101259	-0.023699554	-0.20283354	-0.50155645	-0.61080009	-0.98091312	0.014565622	-0.18284491	-0.39016462	-0.063754516	-0.22195983	0.070954094	0.00014490862	-0.0013539448	0.0001743634	0.0014164438	-0.005400681	-0.6574248	-1.5648474e-06	8.3629817e-07	-6.0194105e-06	2.5315497e-06	-0.00029702569	2.4811111	0.00023152761	4.7979032e-05	2	2	0	0	-97.313394	R0:S0:1	1.473334	-74.6	uncorrelated	2	817c5bc	v2.2.6	YY	9	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-24@18:39
2x2_2C_8b_C2v_L	3.6707283	0	0	10	0	-0.18330798	-5.2818936	-3.4825959	0.36376777	-4.5604477	-0.26549645	-0.26635	-4.629837	0	2.5	11.835	1.7194764e-06	-1.5927892e-06	1.0028669e-06	3.7136858e-06	1.6860569e-05	5.3323691e-05	-0.24771888	-1.5175072e-05	0.32178442	0.04025962	2.7131434	2.6028085	-1.1561289	-1.2130357	0.2325275	-0.43439654	-0.069893702	2.5613535	3.4843984e-05	-6.7243577e-06	-6.8406205e-05	-1.3457277e-05	2.7629823	0.29079134	0.040268044	0.32177746	2.6025511	2.7128917	1.2134164	1.1565239	0.43438641	-0.23251006	2.5767421	-0.30712512	-1.031109e-05	2.4732697e-05	-2.1185211e-05	-2.893074e-05	0.066257673	2.7465147	2.502	1	0.2	-2.3170301e-06	-5.806082e-06	-8.1029377e-06	-1.3809038e-06	-2.7676596e-06	-0.24730626	-5.1563149e-05	-2.6462749e-05	1.906258e-05	0.084670041	0.4590013	1.235627	1.6946284	-0.65027456	-0.26025866	0.10877083	0.48542662	1.7520835	1.3613389	1.9580171	0.15426195	1.8926951	1.3449173	1.3457398	1.6750061	1.4743136	-2.1865948e-06	2.904415e-06	-3.0085848e-06	-6.4562575e-06	-6.7976607e-06	-0.00031214175	2.4824531	-0.00026739355	-0.50251001	-0.2046457	-0.97836313	-0.6124753	0.1850965	-0.016809217	0.062903547	0.39036956	0.016962331	-0.22173259	-0.00022743268	1.5658721e-05	0.00027327881	3.4818631e-05	-0.65838159	-0.02494637	-0.20465644	-0.5025022	-0.61247786	-0.97833268	0.016690721	-0.18529648	-0.39035144	-0.062920592	-0.22307732	0.074019613	1.7419789e-05	-0.00023671255	3.1716848e-05	0.00024780882	-0.0055610233	-0.65443971	6.3614648e-07	1.0294588e-06	1.5596472e-05	-8.1656514e-07	-5.6871589e-05	2.4823306	0.00027551324	3.8124184e-05	2	2	0	0	-97.307256	R0:S0:1	1.4743136	-74.68	uncorrelated	2	817c5bc	v2.2.6	YY	9	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-24@18:59
2x2_2C_8b_C2v_L	3.6873839	0	0	10	0	-0.18181199	-5.2828699	-3.4626913	0.35687526	-4.5540827	-0.25939715	-0.26030239	-4.6303629	0	2.5	11.845	-3.301345e-06	-3.0466765e-07	-6.717492e-08	-3.4900836e-06	8.5612173e-06	5.7335735e-05	-0.24715871	-5.9317749e-06	0.31831055	0.044270357	2.7045514	2.6074646	-1.1641261	-1.2009093	0.23138148	-0.43357157	-0.066937489	2.5603014	1.7334098e-06	-5.1692438e-06	-2.8026818e-05	-3.1994578e-06	2.7609414	0.27644744	0.044261634	0.31831052	2.6075622	2.7046418	1.2007719	1.1639764	0.43356858	-0.23138135	2.5741773	-0.29161062	2.0878917e-06	1.3907693e-05	-9.0829981e-06	-2.7933009e-06	0.063547079	2.7460821	2.502	1	0.2	4.9114088e-07	-9.1932251e-06	-5.3970722e-06	-2.9170513e-06	-1.015333e-06	-0.24671913	-5.5738328e-05	-1.3025529e-05	4.8062059e-06	0.083153101	0.45990769	1.2359049	1.6958126	-0.64837513	-0.2600806	0.10840402	0.48643932	1.7492625	1.3619654	1.9570957	0.15550668	1.8920147	1.3462103	1.3470756	1.6759963	1.4753612	9.2380204e-06	2.251851e-06	-2.6257621e-06	5.8025054e-06	-7.3955719e-06	-0.00032482398	2.4838349	-6.306639e-05	-0.50330243	-0.20661215	-0.97525777	-0.61443382	0.18899152	-0.019325068	0.061890625	0.3904544	0.016218571	-0.22325835	-5.13377e-05	4.5610099e-07	8.1169162e-05	1.4095064e-05	-0.65559389	-0.023863863	-0.20660794	-0.50331182	-0.61443944	-0.97526878	0.019368533	-0.1889205	-0.3904604	-0.061886231	-0.22447898	0.07011739	5.0727035e-06	-6.5580593e-05	7.9173512e-06	6.0760004e-05	-0.0053562243	-0.65204372	-3.6130984e-06	2.0367671e-06	9.8957835e-06	1.5631687e-06	-1.2602409e-05	2.4837064	0.00029263889	2.0266056e-05	2	2	0	0	-97.283209	R0:S0:1	1.4753612	-74.76	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-24@19:16
2x2_2C_8b_C2v_L	3.7036596	0	0	10	0	-0.18003838	-5.2833757	-3.443137	0.35017126	-4.5467248	-0.25343267	-0.25444356	-4.6311488	0	2.5	11.855	2.1898621e-06	-8.7463922e-07	-4.1068295e-07	-1.070968e-06	1.4942461e-05	6.5836498e-05	-0.24656076	-4.5257531e-06	0.31476003	0.048328732	2.6964647	2.6120714	-1.1710669	-1.1887075	0.23019953	-0.43271984	-0.064813972	2.555841	3.9364311e-06	-6.8837049e-06	-1.6822542e-05	-1.3414844e-06	2.7589838	0.29110823	0.048323701	0.31474157	2.6117468	2.6961392	1.1891799	1.171567	0.43270569	-0.2301748	2.5713586	-0.30664786	6.9128744e-06	1.370358e-05	-8.6856369e-06	8.1160726e-06	0.061635832	2.7423693	2.502	1	0.2	1.7610358e-06	-5.3411488e-06	-5.1282879e-06	-2.604511e-06	-2.0054729e-06	-0.246063	-6.5751183e-05	-1.5076104e-05	2.0884516e-06	0.081667059	0.46078535	1.2361779	1.6969632	-0.64652698	-0.25989175	0.10805373	0.4874779	1.7463663	1.3625655	1.9562063	0.15675994	1.8910573	1.3475193	1.3484613	1.6772758	1.4764373	-8.6420475e-06	-4.256584e-07	5.1406218e-07	4.4390721e-06	-1.7703563e-05	-0.00038160744	2.4851303	-2.4730811e-05	-0.50411881	-0.20861319	-0.9721935	-0.61640448	0.19232831	-0.02191489	0.060803732	0.39052634	0.015686995	-0.22449109	-2.6504734e-05	3.4803048e-06	3.9351776e-05	5.3516886e-06	-0.6527686	-0.025292372	-0.20862491	-0.50410192	-0.61640466	-0.97215469	0.021764387	-0.19258042	-0.39050624	-0.060831391	-0.22586503	0.073560701	3.5687502e-06	-3.6700891e-05	2.0505206e-06	2.2191095e-05	-0.0052094782	-0.64882316	-4.0644474e-06	1.4116198e-06	9.544523e-06	2.1304748e-06	-2.3220654e-06	2.4849398	0.00034948469	2.2639527e-05	2	2	0	0	-97.257138	R0:S0:1	1.4764373	-74.84	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-24@19:33
2x2_2C_8b_C2v_L	3.719995	0	0	10	0	-0.17775473	-5.2830135	-3.422874	0.34354317	-4.5378634	-0.24755224	-0.2485697	-4.6302709	0	2.5	11.865	-2.0648178e-06	1.2549588e-06	-2.6192723e-07	-1.8852532e-06	1.5510233e-05	6.7929925e-05	-0.24582264	-3.6350465e-06	0.31091593	0.052458381	2.687148	2.616204	-1.1794288	-1.1767428	0.22893408	-0.43175319	-0.064292382	2.5554298	-1.3663399e-05	-7.5413377e-06	-2.3681596e-05	4.5387803e-06	2.7564903	0.26477631	0.052453033	0.31093904	2.6167028	2.6876405	1.1760141	1.1786622	0.43177408	-0.22896162	2.5681374	-0.27851547	-1.6302225e-06	1.9574434e-05	-1.6041187e-05	4.8509309e-06	0.061225324	2.7428669	2.502	1	0.2	-4.0554065e-06	2.9412852e-06	-1.1909075e-05	1.011901e-06	-1.8317816e-06	-0.24532206	-6.3527037e-05	-2.004328e-05	2.6990084e-06	0.080165436	0.46165789	1.236453	1.6981108	-0.64467943	-0.25968828	0.10771065	0.48856342	1.7433617	1.363169	1.955247	0.15808029	1.8904233	1.348868	1.3498154	1.6781473	1.4775637	4.8850476e-06	-2.4741262e-06	-3.9996486e-07	3.1911865e-06	-1.7422559e-05	-0.00039029269	2.4862372	-2.4475212e-05	-0.50479692	-0.21067315	-0.96893089	-0.61845995	0.19636742	-0.024423871	0.059669105	0.39049543	0.015529757	-0.2261636	-1.2993231e-05	2.0712408e-07	4.9337819e-05	1.4803168e-05	-0.64993922	-0.023151022	-0.21064948	-0.50483566	-0.61847416	-0.96898894	0.024653159	-0.19598453	-0.39054056	-0.059621128	-0.22731092	0.066671686	7.7829868e-06	-3.7387659e-05	5.3429059e-06	1.8756256e-05	-0.0052087351	-0.64667702	4.5638342e-06	-1.4922072e-06	2.3132296e-05	-4.0368647e-06	-5.1709839e-06	2.4860415	0.00032792369	2.9124117e-05	2	2	0	0	-97.219841	R0:S0:1	1.4775637	-74.92	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-24@19:50
