model	E_kin	D	M	U	Up	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	ed	ep	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tbA1_down_1	tbA1_up_1	tbA2_down_1	tbA2_up_1	tbA3_down_1	tbA3_up_1	tbA4_down_1	tbA4_up_1	tbA5_down_1	tbA5_up_1	tbA6_down_1	tbA6_up_1	tbA7_down_1	tbA7_up_1	tbA8_down_1	tbA8_up_1	tbB1_down_1	tbB1_up_1	tbB2_down_1	tbB2_up_1	tbB3_down_1	tbB3_up_1	tbB4_down_1	tbB4_up_1	tbB5_down_1	tbB5_up_1	tbB6_down_1	tbB6_up_1	tbB7_down_1	tbB7_up_1	tbB8_down_1	tbB8_up_1	tpd	tpp	tppp	trb1_1	trb2_1	trb3_1	trb4_1	trb5_1	trb6_1	trb7_1	trb8_1	ave_D	ave_M	ave_ed	ave_ep	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tbA1_down_1	ave_tbA1_up_1	ave_tbA2_down_1	ave_tbA2_up_1	ave_tbA3_down_1	ave_tbA3_up_1	ave_tbA4_down_1	ave_tbA4_up_1	ave_tbA5_down_1	ave_tbA5_up_1	ave_tbA6_down_1	ave_tbA6_up_1	ave_tbA7_down_1	ave_tbA7_up_1	ave_tbA8_down_1	ave_tbA8_up_1	ave_tbB1_down_1	ave_tbB1_up_1	ave_tbB2_down_1	ave_tbB2_up_1	ave_tbB3_down_1	ave_tbB3_up_1	ave_tbB4_down_1	ave_tbB4_up_1	ave_tbB5_down_1	ave_tbB5_up_1	ave_tbB6_down_1	ave_tbB6_up_1	ave_tbB7_down_1	ave_tbB7_up_1	ave_tbB8_down_1	ave_tbB8_up_1	ave_trb1_1	ave_trb2_1	ave_trb3_1	ave_trb4_1	ave_trb5_1	ave_trb6_1	ave_trb7_1	ave_trb8_1	ave_ep_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	6.3172203	0	0	14	0	-4.445517	-8.4999708	-8.5117354	2.3825725	-10.482098	-3.6807821	-6.7119848	-33.336008	0	2.5	12.88	-0.00023139677	-0.00014061996	0.0006566497	0.00014341087	-0.38976588	0.31867108	0.00083467766	-0.00083053409	-1.1249325	-0.5333752	2.7167586	1.5895367	-0.16428827	2.4406968	0.11562937	-0.42945092	-0.22756278	3.252906	-0.27354249	0.33864985	-2.0760823	-0.032271568	4.5880847	1.9503567	-0.53514559	-1.1252053	1.6871885	2.7210375	2.3732648	-0.052098246	0.42915838	-0.11593203	3.2497064	-0.1944625	0.33847899	-0.25995011	-0.060137627	-2.0837405	1.9672059	4.5813643	2.1	1	0.2	-0.0064214313	-0.0025893136	4.0526631e-05	0.0022519435	0.00034883924	-0.00065425239	0.36065608	2.6891645	1.0888268e-06	0.26471344	0.38021702	1.2864944	1.6667114	-0.47980058	-0.11285698	0.049712093	0.13958038	1.9085616	1.7787835	1.9941852	0.0073050621	1.9913096	1.9892874	1.8234198	1.929251	1.1321842	0.00011513081	6.1624292e-05	-0.00099242838	-0.00015164731	0.16682556	-0.24337739	-0.0005622209	0.00020595135	0.53649441	0.072150223	-0.8366051	-0.1125529	-0.032111301	-0.031383642	0.022814193	0.15147715	0.059439212	-0.026938458	0.15064572	-0.0069912056	0.76408534	0.00045900853	-0.43071325	-0.0059671511	0.072170228	0.53652364	-0.11373029	-0.83456882	-0.026718318	-0.066550977	-0.15140194	-0.02280904	-0.026926502	0.050801257	-0.0069887924	0.14316293	0.0007627653	0.7668448	-0.0060448872	-0.43006564	0.0018282736	0.0015645105	2.0504109e-07	-0.00086026991	-0.00016532798	0.00049777528	-0.22595879	-0.51909488	2	2	0	0	-211.3327	R0:S0:1	1.1321842	-83.04	uncorrelated	2	817c5bc	v2.2.6	YY	3	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-27@07:43
model	E_kin	D	M	U	Up	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	ed	ep	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tbA1_down_1	tbA1_up_1	tbA2_down_1	tbA2_up_1	tbA3_down_1	tbA3_up_1	tbA4_down_1	tbA4_up_1	tbA5_down_1	tbA5_up_1	tbA6_down_1	tbA6_up_1	tbA7_down_1	tbA7_up_1	tbA8_down_1	tbA8_up_1	tbB1_down_1	tbB1_up_1	tbB2_down_1	tbB2_up_1	tbB3_down_1	tbB3_up_1	tbB4_down_1	tbB4_up_1	tbB5_down_1	tbB5_up_1	tbB6_down_1	tbB6_up_1	tbB7_down_1	tbB7_up_1	tbB8_down_1	tbB8_up_1	tpd	tpp	tppp	trb1_1	trb2_1	trb3_1	trb4_1	trb5_1	trb6_1	trb7_1	trb8_1	ave_D	ave_M	ave_ed	ave_ep	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tbA1_down_1	ave_tbA1_up_1	ave_tbA2_down_1	ave_tbA2_up_1	ave_tbA3_down_1	ave_tbA3_up_1	ave_tbA4_down_1	ave_tbA4_up_1	ave_tbA5_down_1	ave_tbA5_up_1	ave_tbA6_down_1	ave_tbA6_up_1	ave_tbA7_down_1	ave_tbA7_up_1	ave_tbA8_down_1	ave_tbA8_up_1	ave_tbB1_down_1	ave_tbB1_up_1	ave_tbB2_down_1	ave_tbB2_up_1	ave_tbB3_down_1	ave_tbB3_up_1	ave_tbB4_down_1	ave_tbB4_up_1	ave_tbB5_down_1	ave_tbB5_up_1	ave_tbB6_down_1	ave_tbB6_up_1	ave_tbB7_down_1	ave_tbB7_up_1	ave_tbB8_down_1	ave_tbB8_up_1	ave_trb1_1	ave_trb2_1	ave_trb3_1	ave_trb4_1	ave_trb5_1	ave_trb6_1	ave_trb7_1	ave_trb8_1	ave_ep_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	6.3172203	0	0	14	0	-4.4455169	-8.4999708	-8.5117352	2.3825723	-10.482098	-3.6807817	-6.7119849	-33.336007	0	2.5	12.88	-0.00023138881	-0.00014061883	0.00065663365	0.00014336731	-0.38976591	0.31867105	0.00083467112	-0.00083052313	-1.1249325	-0.53337526	2.7167586	1.5895367	-0.16428821	2.4406968	0.11562926	-0.42945089	-0.22756278	3.252906	-0.2735425	0.33864984	-2.0760823	-0.032271507	4.5880846	1.9503567	-0.53514556	-1.1252053	1.6871885	2.7210375	2.3732648	-0.052098207	0.42915844	-0.11593213	3.2497064	-0.19446249	0.33847895	-0.25995005	-0.060137627	-2.0837405	1.9672059	4.5813644	2.1	1	0.2	-0.006421414	-0.0025893171	4.0506475e-05	0.0022519666	0.0003488309	-0.00065427313	0.36065607	2.6891645	1.0885069e-06	0.26471344	0.38021702	1.2864944	1.6667114	-0.47980058	-0.11285698	0.049712093	0.13958038	1.9085616	1.7787835	1.9941852	0.0073050631	1.9913096	1.9892874	1.8234198	1.929251	1.1321842	0.00011512648	6.162448e-05	-0.0009924177	-0.00015160251	0.16682558	-0.24337737	-0.00056221955	0.00020595133	0.53649441	0.072150231	-0.8366051	-0.11255291	-0.032111322	-0.031383648	0.022814209	0.15147714	0.059439215	-0.026938463	0.15064573	-0.0069912078	0.76408534	0.00045900409	-0.43071325	-0.0059671513	0.072170232	0.53652365	-0.1137303	-0.83456881	-0.026718327	-0.066550993	-0.15140197	-0.022809032	-0.026926508	0.050801259	-0.0069887937	0.14316291	0.00076276234	0.76684479	-0.0060448868	-0.43006565	0.0018282657	0.0015645104	2.1942334e-07	-0.00086029373	-0.00016532177	0.00049779285	-0.22595878	-0.5190949	2	2	0	0	-211.3327	R0:S0:1	1.1321842	-83.04	uncorrelated	2	817c5bc	v2.2.6	YY	3	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-27@07:43
2x2_2C_8b_C2v_L	6.3172783	0	0	14	0	-4.4530786	-8.498355	-8.5120695	2.3630029	-10.490859	-3.6780719	-6.7240089	-33.340437	0	2.5	12.89	-0.00017829373	-0.00011848167	0.00083242248	4.8215898e-05	-0.39014026	0.31965098	0.00090966358	-0.0014394121	-1.1223817	-0.53201896	2.7168292	1.5898547	-0.16153908	2.4382498	0.11533226	-0.42757901	-0.22848829	3.2533068	-0.27290855	0.33783695	-2.0742086	-0.031069377	4.5947615	1.9501539	-0.53151612	-1.1214712	1.6859406	2.7218341	2.3729273	-0.053170176	0.42755566	-0.11562297	3.2511617	-0.19356961	0.33524214	-0.25904334	-0.059667892	-2.0827392	1.9677729	4.5853649	2.1	1	0.2	-0.0049836788	-0.00071878287	1.0568397e-05	0.0022280559	0.00086941783	-0.00087781827	0.36270108	2.6908242	1.6320555e-06	0.26478202	0.38021577	1.2864954	1.6667111	-0.47979413	-0.11285343	0.049710597	0.13954624	1.9090266	1.7782645	1.9942015	0.0072630696	1.9913272	1.9892849	1.8237009	1.9290938	1.13215	8.6477381e-05	5.4819311e-05	-0.0011134121	-5.4429961e-05	0.16676729	-0.24387013	-0.00060206452	0.0003205836	0.53537497	0.071875431	-0.83751508	-0.11258359	-0.032874925	-0.031233982	0.022745995	0.15097738	0.059698616	-0.02685398	0.15062491	-0.0069734454	0.76334048	0.00045305714	-0.43149738	-0.0059471865	0.071913942	0.53500676	-0.11372019	-0.83575536	-0.026730129	-0.066174806	-0.15100537	-0.022723738	-0.026860292	0.050578534	-0.0069327576	0.14297927	0.00075914037	0.76642856	-0.0060279211	-0.43058811	0.0010489288	0.0009052662	2.3073823e-05	-0.00082181469	-0.00041274773	0.0006670961	-0.22667659	-0.5191328	2	2	0	0	-211.43303	R0:S0:1	1.13215	-83.12	uncorrelated	2	817c5bc	v2.2.6	YY	4	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-27@07:51
2x2_2C_8b_C2v_L	6.3171277	0	0	14	0	-4.4348509	-8.5296334	-8.4908024	2.3902236	-10.47385	-3.8109476	-6.7326106	-33.699821	0	2.5	12.87	-0.00040561505	-0.00023901135	0.00047733176	0.00026270927	-0.39086474	0.32604877	0.00016984084	-0.0026873216	-1.1341186	-0.53930078	2.7150536	1.5902678	-0.1775078	2.4383122	0.11637313	-0.42864495	-0.22544006	3.2458439	-0.27643575	0.3585273	-2.0943211	-0.057739397	4.5922074	1.9881372	-0.53981481	-1.1342962	1.7003625	2.7201992	2.3630042	-0.0529977	0.42864803	-0.11630446	3.2474865	-0.2207783	0.35516877	-0.2745476	-0.060388116	-2.0973441	1.9932084	4.5831571	2.1	1	0.2	-0.0074505855	-0.0041560526	7.4858326e-05	0.0022264878	0.00072364352	-0.0003998321	0.3553558	2.7145588	7.6212603e-07	0.26467545	0.38021854	1.2864933	1.6667119	-0.47981253	-0.11286056	0.04971377	0.13969749	1.9070338	1.7803907	1.9942417	0.0072839555	1.9911984	1.9890767	1.8220544	1.9302659	1.1322917	0.00021043884	0.00010408484	-0.00085802003	-0.00026399293	0.1676547	-0.2460441	-0.0001042512	0.00050513933	0.54092993	0.072828539	-0.83360203	-0.11220708	-0.028065872	-0.031396045	0.022735458	0.1512108	0.058928944	-0.026916993	0.14877672	-0.0072006233	0.76792184	0.00069065654	-0.42649138	-0.005990856	0.07283143	0.54100258	-0.11353358	-0.83141822	-0.02620795	-0.06633349	-0.15122661	-0.022735145	-0.026949572	0.057699204	-0.0071507514	0.14776766	0.00070856349	0.76903594	-0.0060145914	-0.42561774	0.0023885758	0.0021129996	-9.5168946e-06	-0.00085909636	-0.00034558686	0.00030393863	-0.22302048	-0.52022344	2	2	0	0	-212.31448	R0:S0:1	1.1322917	-82.96	uncorrelated	2	817c5bc	v2.2.6	YY	6	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-27@07:55
2x2_2C_8b_C2v_L	6.3170092	0	0	14	0	-4.4929765	-8.4639354	-8.5101321	2.322376	-10.591054	-3.7710864	-6.7722386	-34.149728	0	2.5	12.9	0.00051874016	0.00044237377	9.370023e-05	0.0001420388	-0.40255645	0.3285561	0.00018756731	0.0010645852	-1.124188	-0.53632785	2.7103309	1.5796788	-0.17030386	2.4376244	0.112075	-0.4221843	-0.20841388	3.272356	-0.27110788	0.3535522	-2.091267	-0.04161247	4.6590887	2.002097	-0.53597355	-1.1225945	1.6855675	2.7164473	2.3654172	-0.050278179	0.42217131	-0.11268274	3.2720097	-0.19864113	0.35158938	-0.26786262	-0.049530042	-2.0923412	2.0041733	4.6604342	2.1	1	0.2	-0.010731874	-0.0078513751	2.0139776e-05	0.0022924891	0.00051861695	-0.00029066771	0.3641852	2.7665301	8.0416111e-07	0.26490046	0.38022333	1.2864888	1.6667122	-0.47982245	-0.11286867	0.0497172	0.13957335	1.9094625	1.7774568	1.9942578	0.0071533753	1.9913676	1.9891497	1.8229145	1.9295956	1.1321108	-0.00024509733	-0.00020113435	-0.00060008356	-0.00014586119	0.17108509	-0.24802586	-0.00012938491	-0.00017912381	0.53429198	0.071567321	-0.83909801	-0.11248165	-0.030023573	-0.031145551	0.022717807	0.14976779	0.054209788	-0.026702415	0.14765839	-0.0071759272	0.76648936	0.00046641378	-0.42799383	-0.0058834382	0.071640447	0.53359684	-0.11369765	-0.83732488	-0.026163573	-0.066955247	-0.1497987	-0.022676912	-0.026705813	0.05167931	-0.0071443599	0.14589184	0.00055232323	0.76688264	-0.0058917677	-0.42813164	0.0040945839	0.0035235469	2.7422113e-05	-0.00089538779	-0.00024673139	0.00021489764	-0.22672251	-0.52363414	2	2	0	0	-213.63924	R0:S0:1	1.1321108	-83.2	uncorrelated	2	817c5bc	v2.2.6	YY	6	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-27@08:03
2x2_2C_8b_C2v_L	6.3174323	0	0	14	0	-4.4741793	-8.4824766	-8.5208228	2.3217325	-10.505953	-3.6396594	-6.7425567	-33.328763	0	2.5	12.91	0.00091178202	0.00068170709	0.00042550781	-0.00010994729	-0.39044719	0.31951161	0.00071271097	-0.002205739	-1.113505	-0.52985208	2.7179308	1.578895	-0.16221265	2.4412607	0.11375676	-0.42381173	-0.2282626	3.2536395	-0.26811935	0.3316847	-2.0682157	-0.031854236	4.6118318	1.956224	-0.52967584	-1.1147341	1.6827635	2.7214024	2.3705141	-0.04431923	0.42352797	-0.11359222	3.2542925	-0.19789232	0.32503434	-0.25796429	-0.055320372	-2.0761581	1.9701552	4.5994463	2.1	1	0.2	-0.0081777195	-0.0046297707	-5.4352809e-05	0.0022645559	0.0018632788	-0.0011883986	0.36791598	2.6947606	2.542247e-06	0.2649406	0.38021283	1.2864979	1.6667108	-0.47977672	-0.1128443	0.049706707	0.13944681	1.9102759	1.7769215	1.9941806	0.0071773367	1.9913562	1.9893056	1.8245908	1.9285771	1.1320506	-0.0004456801	-0.00029663979	-0.00083841361	0.00011293706	0.16645303	-0.24407109	-0.00047771257	0.00046554397	0.53128859	0.071277184	-0.84057775	-0.11249403	-0.032500708	-0.031358852	0.022643377	0.15010255	0.059669013	-0.026663142	0.14946831	-0.0068837308	0.76155354	0.00049203551	-0.4336989	-0.005945747	0.071206491	0.53187496	-0.11378141	-0.83810846	-0.026467613	-0.068757109	-0.15001537	-0.022666067	-0.026706893	0.051719257	-0.0067802431	0.14381228	0.00072923313	0.76445597	-0.0060036683	-0.43250136	0.0027637258	0.0023130005	8.0935235e-05	-0.00086956251	-0.00089586423	0.00090498776	-0.22882857	-0.51940139	2	2	0	0	-211.51472	R0:S0:1	1.1320506	-83.28	uncorrelated	2	817c5bc	v2.2.6	YY	4	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-27@08:12
2x2_2C_8b_C2v_L	6.3172502	0	0	14	0	-4.4295655	-8.5219419	-8.4877674	2.4035	-10.460559	-3.7698557	-6.7626546	-35.009327	0	2.5	12.86	-4.1454123e-05	-6.0965802e-06	0.00071332501	5.1573817e-05	-0.38682044	0.32078702	0.00090148087	-0.00039493016	-1.1360336	-0.54174203	2.7125258	1.5625969	-0.204408	2.456466	0.11694988	-0.42906098	-0.20109242	3.2555798	-0.27601175	0.34924504	-2.1218943	-0.031916024	4.6503925	2.0322209	-0.53908949	-1.1362502	1.7251967	2.7198763	2.3469956	-0.023941835	0.42959646	-0.11618579	3.2515244	-0.17524067	0.35256824	-0.26415946	-0.054567266	-2.1282323	2.0461299	4.6452017	2.1	1	0.2	-0.005364651	-0.0013486266	8.8976369e-06	0.0022057069	-0.00046850014	-0.00030701903	0.34693294	2.8061976	1.6610587e-07	0.26463342	0.38021471	1.2864983	1.6667131	-0.47980432	-0.11284851	0.049708891	0.13982439	1.9068685	1.7807469	1.9940924	0.0073057814	1.991492	1.9893536	1.8188756	1.9325393	1.1324233	1.5841704e-05	1.5288224e-05	-0.0010121257	-5.9672675e-05	0.16606145	-0.24348498	-0.00057079718	8.7808234e-05	0.54131515	0.072973481	-0.83346351	-0.11186759	-0.019835981	-0.032659355	0.022767884	0.15136498	0.052743295	-0.026962918	0.14928904	-0.0070758742	0.77448265	0.00026066863	-0.41663735	-0.0058018375	0.072917515	0.5415644	-0.11385728	-0.83014849	-0.025143823	-0.075262274	-0.15151954	-0.022785218	-0.02693216	0.046006941	-0.007127201	0.14288035	0.00051511847	0.77672113	-0.0058686533	-0.41613876	0.0011600977	0.0012284577	4.9857408e-05	-0.00076862813	0.00023902484	0.00022936789	-0.21789802	-0.52281353	2	2	0	0	-214.85159	R0:S0:1	1.1324233	-82.88	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-27@08:12
2x2_2C_8b_C2v_L	6.3171113	0	0	14	0	-4.421711	-8.5200068	-8.4449872	2.3921552	-10.49993	-3.9068057	-6.7044974	-34.143295	0	2.5	12.85	0.00054768771	0.0004743132	8.9020673e-05	6.3051088e-05	-0.39762362	0.32830114	0.00044661797	0.00075716831	-1.1377693	-0.54015909	2.7148137	1.5936696	-0.17355888	2.4317611	0.11666881	-0.42517123	-0.22329221	3.2524914	-0.28755338	0.37848435	-2.0982824	-0.051718741	4.6167264	2.0102613	-0.5425228	-1.1401531	1.6965675	2.7178923	2.3606477	-0.055711751	0.4249822	-0.11629576	3.251042	-0.20691089	0.37767407	-0.28153368	-0.06548845	-2.1014311	2.0156995	4.6156494	2.1	1	0.2	-0.010140014	-0.0077935711	-8.0782341e-06	0.0022732275	0.00041011868	-0.00036263775	0.35018988	2.748985	9.0267556e-07	0.26469074	0.38021833	1.2864944	1.6667127	-0.47981733	-0.11285833	0.049713071	0.13978436	1.906456	1.7809938	1.994254	0.0071939075	1.9912503	1.9888751	1.8211321	1.9308791	1.1323716	-0.00026280281	-0.00021174736	-0.00059160031	-6.5155454e-05	0.17068069	-0.24610678	-0.00029025026	-0.00011887543	0.54221458	0.073081218	-0.83268443	-0.11205612	-0.029212914	-0.031240854	0.022525907	0.15028438	0.058155436	-0.026837149	0.15191263	-0.0074153085	0.7699615	0.00061170189	-0.42325149	-0.0059661146	0.073006252	0.54315375	-0.11335127	-0.83011718	-0.02631896	-0.065511833	-0.15019774	-0.022560505	-0.026831435	0.053900909	-0.0074025575	0.14872804	0.00076315923	0.77108205	-0.0059887477	-0.42314723	0.0038304528	0.0034372149	4.4197408e-05	-0.00092241904	-0.00019741824	0.00026967119	-0.22110078	-0.52189044	2	2	0	0	-213.19125	R0:S0:1	1.1323716	-82.8	uncorrelated	2	817c5bc	v2.2.6	YY	5	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-27@08:22
2x2_2C_8b_C2v_L	6.3165697	0	0	14	0	-4.3862504	-8.5403313	-8.4925144	2.4839124	-10.476327	-3.9289275	-6.7696672	-35.615228	0	2.5	12.84	-0.0018878201	-0.0014094992	0.0012389582	0.00026779475	-0.39309291	0.32866351	0.00094894227	-0.0036282393	-1.1345941	-0.53297807	2.7182663	1.5647109	-0.19864235	2.4673281	0.12135132	-0.43974396	-0.21157549	3.2547455	-0.28891004	0.38207738	-2.1369536	-0.041072996	4.6768344	2.0673323	-0.53302457	-1.135896	1.729771	2.724381	2.3552561	-0.01348447	0.43984845	-0.12068516	3.2544225	-0.17608821	0.37677338	-0.27403211	-0.069635686	-2.1467638	2.0869148	4.6601967	2.1	1	0.2	-0.0014624637	0.0036898763	0.0001004049	0.0021790571	0.0014479732	-0.0012297813	0.34003542	2.8501042	2.2677796e-06	0.26436046	0.38023035	1.2864836	1.666714	-0.4798766	-0.11289036	0.049726676	0.13997238	1.9065223	1.7813786	1.9938958	0.0075268811	1.9913324	1.9890776	1.8172436	1.9337007	1.1325034	0.00093532508	0.00063670231	-0.0013758504	-0.00026841413	0.16905276	-0.24617136	-0.00061258168	0.00068832067	0.54199933	0.073349094	-0.83221219	-0.11219251	-0.021959321	-0.03352943	0.022958004	0.1538491	0.05538278	-0.027205701	0.15180805	-0.0075330388	0.77718107	0.00030763629	-0.41179459	-0.0058275256	0.073283862	0.54262188	-0.11426937	-0.82847103	-0.025794241	-0.078683575	-0.15387499	-0.022989899	-0.027245133	0.04614013	-0.0074562164	0.14400901	0.00060690888	0.78072438	-0.0059155469	-0.41027972	-0.00097912834	-0.00055741418	-7.6843396e-06	-0.00071139271	-0.00068829565	0.00092350551	-0.21447028	-0.52467486	2	2	0	0	-216.33623	R0:S0:1	1.1325034	-82.72	uncorrelated	2	817c5bc	v2.2.6	YY	6	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2023-10-27@08:33
