model	E_kin	D	M	U	Up	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	ed	ep	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tbA1_down_1	tbA1_up_1	tbA2_down_1	tbA2_up_1	tbA3_down_1	tbA3_up_1	tbA4_down_1	tbA4_up_1	tbA5_down_1	tbA5_up_1	tbA6_down_1	tbA6_up_1	tbA7_down_1	tbA7_up_1	tbA8_down_1	tbA8_up_1	tbB1_down_1	tbB1_up_1	tbB2_down_1	tbB2_up_1	tbB3_down_1	tbB3_up_1	tbB4_down_1	tbB4_up_1	tbB5_down_1	tbB5_up_1	tbB6_down_1	tbB6_up_1	tbB7_down_1	tbB7_up_1	tbB8_down_1	tbB8_up_1	tpd	tpp	tppp	trb1_1	trb2_1	trb3_1	trb4_1	trb5_1	trb6_1	trb7_1	trb8_1	ave_D	ave_M	ave_ed	ave_ep	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tbA1_down_1	ave_tbA1_up_1	ave_tbA2_down_1	ave_tbA2_up_1	ave_tbA3_down_1	ave_tbA3_up_1	ave_tbA4_down_1	ave_tbA4_up_1	ave_tbA5_down_1	ave_tbA5_up_1	ave_tbA6_down_1	ave_tbA6_up_1	ave_tbA7_down_1	ave_tbA7_up_1	ave_tbA8_down_1	ave_tbA8_up_1	ave_tbB1_down_1	ave_tbB1_up_1	ave_tbB2_down_1	ave_tbB2_up_1	ave_tbB3_down_1	ave_tbB3_up_1	ave_tbB4_down_1	ave_tbB4_up_1	ave_tbB5_down_1	ave_tbB5_up_1	ave_tbB6_down_1	ave_tbB6_up_1	ave_tbB7_down_1	ave_tbB7_up_1	ave_tbB8_down_1	ave_tbB8_up_1	ave_trb1_1	ave_trb2_1	ave_trb3_1	ave_trb4_1	ave_trb5_1	ave_trb6_1	ave_trb7_1	ave_trb8_1	ave_ep_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	4.9401766	0	0	7.5	0	-0.082826791	-2.4814692	-3.8633431	0.23470363	-3.1839904	-0.032174734	-0.032172875	-3.1838869	0	2.5	10.2572	-1.2172795e-06	2.9613772e-05	-1.3550085e-05	8.2254671e-06	3.0093597e-06	-1.1566086e-07	-0.16252062	6.8814166e-06	-0.20700194	0.20699321	0.98061209	-0.98030982	2.1901414	2.190369	0.31844736	-0.31843552	-0.12230395	2.1002151	2.4301192e-05	-2.4467281e-05	2.9190374e-05	2.8308723e-05	2.0967686	-0.026595578	-0.2069881	0.20700212	-0.98028279	0.98059579	2.1903877	2.1901507	0.31843991	-0.31844697	2.0968193	0.026593352	1.840907e-05	-1.0851923e-05	-1.3269139e-05	-1.1800245e-05	0.12230426	2.1001759	2.1	1	0.2	2.2768081e-06	-2.2409269e-05	-1.4406862e-05	5.9711542e-06	2.6072571e-06	-0.16252003	3.8321434e-08	9.3980803e-06	2.5368532e-07	-2.662207e-06	0.52860285	1.2365274	1.7651302	-0.56105779	-0.2892994	0.11463947	0.67403814	1.321143	1.9943119	1.2978968	0.29400767	1.8380948	1.6264281	1.6264252	1.8381069	1.6673231	2.1991493e-06	-3.3900501e-05	1.8373792e-05	-5.4872608e-06	-5.8351206e-06	1.3669688e-05	2.2228358	-3.1257508e-05	0.49175892	-0.49178041	-0.012241643	0.012104205	-0.77163829	-0.7716616	-0.2810193	0.28101969	0.01548488	-0.2659668	-7.2341543e-05	6.7970006e-05	-7.7470095e-05	-7.8825846e-05	-0.26550755	0.0033681292	0.49177302	-0.49175883	0.012092281	-0.012229928	-0.77166222	-0.77163478	-0.28102508	0.28102386	-0.26553486	-0.0033674448	-4.435372e-05	3.8244793e-05	3.2074329e-05	3.7268943e-05	-0.015490346	-0.26594922	-2.0412877e-05	2.4330225e-05	1.8841552e-05	-6.6720984e-06	-1.2170235e-05	2.2228298	8.1163856e-06	-1.6950096e-05	2	2	0	0	-80.530444	R0:S0:1	1.6673231	-62.0576	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@13:45
2x2_2C_8b_C2v_L	4.9237955	0	0	7.5	0	-0.082708927	-2.4776104	-3.861187	0.23664631	-3.1834657	-0.032927748	-0.03292509	-3.1835276	0	2.5	10.2472	-2.374778e-06	-7.3995788e-07	-5.8488395e-06	-2.9955721e-07	-1.2357153e-06	5.825828e-07	-0.16319651	7.9701298e-07	-0.2070802	0.20713231	0.98078677	-0.97971853	2.1907556	2.1914709	0.31926807	-0.31930355	-0.12360188	2.1010655	-1.2930359e-05	-2.832871e-07	-5.584891e-07	-4.7960533e-06	2.0975668	-0.021969274	-0.20714466	0.20709196	-0.97936839	0.98044795	2.1916893	2.1909879	0.31930818	-0.31928123	2.0975422	0.021962541	1.9006617e-06	-7.3727074e-06	-8.0351885e-06	4.3618773e-06	0.12360147	2.1010799	2.1	1	0.2	5.886416e-07	-6.6949344e-06	-3.3504031e-06	-5.4416749e-07	5.6287611e-07	-0.16319846	1.6024118e-06	-3.5387787e-06	1.0846986e-09	-3.6833559e-06	0.52803096	1.2361632	1.7641941	-0.56289641	-0.29003467	0.11487185	0.67219653	1.3262307	1.9942127	1.2968838	0.29175471	1.8360347	1.6213806	1.621388	1.8360516	1.6654001	4.1936166e-06	2.098836e-06	6.3674566e-06	-2.8270813e-06	5.9461728e-06	-1.0998988e-05	2.2333286	-1.2431446e-06	0.4906973	-0.49071756	-0.012703917	0.012200725	-0.772763	-0.77281669	-0.27945822	0.27949612	0.015848103	-0.26940428	2.925573e-05	-4.2500047e-06	-4.0486183e-06	2.0053286e-05	-0.26893756	0.0028208118	0.49072005	-0.4906945	0.012033622	-0.012536938	-0.77282448	-0.77277171	-0.27950628	0.27947288	-0.26895671	-0.0028118955	-1.5604556e-06	2.6488381e-05	1.7931836e-05	-8.1333922e-06	-0.015848157	-0.26937281	-4.8203677e-06	8.2834047e-06	5.2312858e-06	-2.1480064e-07	-2.2567869e-06	2.2333453	-2.3862265e-05	1.1347837e-05	2	2	0	0	-80.461435	R0:S0:1	1.6654001	-61.9776	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@13:53
2x2_2C_8b_C2v_L	4.9074789	0	0	7.5	0	-0.082312489	-2.4733031	-3.8577227	0.23847773	-3.1828033	-0.033922952	-0.033922308	-3.1828474	0	2.5	10.2372	-6.4502172e-07	4.4304412e-06	-1.1388373e-07	-2.9064429e-06	-1.1641651e-05	-1.3831954e-06	-0.16394079	7.1929468e-07	-0.20707346	0.20709688	0.98026066	-0.97919129	2.1914581	2.1921754	0.32004041	-0.32003425	-0.12335501	2.1018969	2.6660183e-06	-3.8835415e-06	1.5156836e-05	1.6834267e-05	2.0984261	-0.026721817	-0.20711392	0.20708078	-0.97899224	0.98003897	2.1923007	2.1915909	0.32004163	-0.32005104	2.0984349	0.026715003	2.3120381e-05	-1.9489804e-05	-5.1303854e-06	-3.7928353e-06	0.12335428	2.1018791	2.1	1	0.2	1.5660135e-06	-2.4488371e-06	-6.0806187e-06	3.0630845e-06	8.0261169e-06	-0.16394212	2.245958e-06	1.6073981e-05	4.3890087e-08	-4.8508074e-06	0.5274605	1.2357999	1.7632604	-0.56472787	-0.29076574	0.11510347	0.67036526	1.3309124	1.994114	1.2957652	0.28988414	1.8339405	1.6162674	1.6162768	1.8339798	1.663487	1.2678737e-06	-5.8216831e-06	1.9079186e-06	4.9831709e-07	2.2107838e-05	1.9505612e-05	2.2438512	6.7301927e-06	0.48951122	-0.48955144	-0.012867364	0.012376103	-0.77391035	-0.77397571	-0.2780734	0.27806639	0.016011722	-0.27289782	-7.6522498e-06	4.1278701e-06	-5.0440594e-05	-4.6891708e-05	-0.27238498	0.0034752427	0.48955475	-0.48950364	0.012273158	-0.012763985	-0.77397423	-0.77391867	-0.27807809	0.27808239	-0.27243975	-0.0034618939	-5.4006303e-05	5.4885477e-05	1.5287501e-05	1.8161399e-05	-0.016015386	-0.27283393	-1.472589e-05	2.2610551e-06	5.5675825e-06	-1.5130337e-06	-3.5935864e-05	2.243871	-4.3005271e-06	-2.7856868e-05	2	2	0	0	-80.38855	R0:S0:1	1.663487	-61.8976	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@14:01
2x2_2C_8b_C2v_L	4.8911556	0	0	7.5	0	-0.081666534	-2.4694879	-3.8542405	0.2403651	-3.1819918	-0.035137239	-0.035140681	-3.1820695	0	2.5	10.2272	3.8928385e-07	-2.7054163e-06	5.7926637e-07	-5.9838419e-07	-1.2442084e-05	6.3357857e-07	-0.1647434	-3.2431289e-08	-0.2069432	0.20695042	0.97947242	-0.97855978	2.1924414	2.1930783	0.32084304	-0.32081968	-0.12269209	2.1028559	5.9148179e-06	-3.734039e-06	-5.8697844e-06	-1.3163492e-05	2.099387	-0.022175784	-0.20694738	0.20693109	-0.97902619	0.97993715	2.1927574	2.1921338	0.32080376	-0.32082706	2.0993885	0.022177238	7.9549691e-06	-9.1212526e-06	-3.2092034e-05	-2.8475911e-05	0.1227088	2.1028613	2.1	1	0.2	1.0917627e-05	7.8885709e-06	1.8930083e-06	-6.6980283e-06	-1.1858078e-06	-0.1647424	-2.0876636e-07	2.5190821e-05	7.2082865e-08	-4.4089573e-06	0.52688956	1.235436	1.7623255	-0.56655941	-0.29149683	0.11533403	0.66853564	1.335119	1.9940166	1.2946673	0.28841815	1.8318541	1.6111364	1.6111266	1.8318902	1.6615744	-5.3653425e-07	2.9094688e-06	-3.669979e-06	8.4105185e-07	1.8718704e-05	1.7674476e-05	2.2543343	-1.1496569e-05	0.48825942	-0.48830137	-0.012867535	0.012446745	-0.77503978	-0.77510455	-0.2768707	0.27684308	0.016118125	-0.27638939	-1.4118104e-05	1.8334429e-05	2.4659095e-05	3.7041973e-05	-0.27587294	0.0029136818	0.48831427	-0.48825762	0.012673207	-0.013094004	-0.77508487	-0.77503652	-0.27682066	0.2768366	-0.27593235	-0.0029153614	-2.1480754e-05	3.125061e-05	8.2197018e-05	8.040542e-05	-0.01613259	-0.27634199	-9.441291e-05	-8.7142161e-06	-2.6024728e-06	2.1671211e-06	3.9503205e-07	2.2543135	5.6093323e-06	-5.324626e-05	2	2	0	0	-80.316943	R0:S0:1	1.6615744	-61.8176	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@14:10
2x2_2C_8b_C2v_L	4.8749537	0	0	7.5	0	-0.080882524	-2.4652221	-3.85007	0.24205889	-3.1812119	-0.036485957	-0.036489049	-3.1812829	0	2.5	10.2172	-4.0189541e-07	8.1040723e-06	-1.8717323e-05	1.7639257e-06	-1.4092383e-05	2.9394713e-06	-0.16555794	5.4364794e-06	-0.20671629	0.20672795	0.97961422	-0.97854488	2.1926013	2.1933225	0.32150894	-0.3215289	-0.12416298	2.1038635	-6.8815684e-06	-5.5264748e-06	8.2019751e-07	-1.0877666e-05	2.100322	-0.021765233	-0.2067394	0.20672843	-0.9779919	0.97905433	2.1937087	2.1929852	0.32157154	-0.32154754	2.1003109	0.021762719	-2.5706508e-05	3.9498451e-06	7.0124948e-06	1.9125852e-05	0.12416593	2.1038683	2.1	1	0.2	-6.9621342e-07	-3.2178492e-05	-4.2275778e-06	6.6276334e-06	-3.1136523e-06	-0.16555784	-1.1455222e-06	3.8045594e-07	3.8746684e-08	-4.3664115e-06	0.52632169	1.2350743	1.7613959	-0.56837771	-0.29222063	0.11556357	0.66671446	1.3389628	1.9939189	1.293535	0.28726876	1.829759	1.6059543	1.6059589	1.8297886	1.6596701	7.2107824e-07	-9.3067766e-06	2.3441099e-05	-1.2261301e-06	3.539312e-05	-2.4586524e-05	2.2647026	-2.2872547e-05	0.48696834	-0.48698177	-0.013357997	0.012854136	-0.77614191	-0.77619087	-0.27567029	0.27571941	0.016520246	-0.27989633	2.1721553e-05	1.4333711e-05	-8.3412314e-06	3.1270059e-05	-0.2793902	0.0028948079	0.48696277	-0.48695201	0.012584212	-0.013087812	-0.77620827	-0.7761567	-0.27578446	0.27573354	-0.27942466	-0.0028955685	6.387074e-05	-2.1280467e-05	-1.2579027e-05	-5.1964081e-05	-0.016515224	-0.27984402	6.8995547e-06	3.6991466e-05	5.2951953e-06	-5.2620423e-06	1.1242423e-05	2.2647111	-8.3136488e-06	8.3157684e-06	2	2	0	0	-80.243414	R0:S0:1	1.6596701	-61.7376	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@14:18
2x2_2C_8b_C2v_L	4.85852	0	0	7.5	0	-0.079885816	-2.4613453	-3.8453131	0.24369102	-3.1807844	-0.038060567	-0.038070398	-3.1806065	0	2.5	10.2072	-6.3929634e-10	1.3237591e-05	3.8120788e-06	3.8860155e-06	-1.1284724e-05	-1.940299e-07	-0.16644713	-3.6983428e-06	-0.20638317	0.20638837	0.97828039	-0.97783602	2.1936567	2.1939701	0.32223852	-0.32224983	-0.12039712	2.1050374	-1.6436134e-05	2.6667855e-05	-2.1322804e-05	-8.0539497e-06	2.1016513	-0.022386944	-0.20633914	0.20634037	-0.97856975	0.97902582	2.1935003	2.1931874	0.32222301	-0.32221713	2.1017153	0.022399135	3.3307528e-05	-2.302812e-05	-1.9421565e-05	-3.0256392e-05	0.12040111	2.1049805	2.1	1	0.2	7.0357301e-06	1.0132285e-05	-3.8988478e-06	-7.1185664e-06	1.7200504e-06	-0.16644153	-2.9606437e-06	1.4498499e-05	-4.9200043e-08	-1.9546678e-06	0.52574503	1.2347073	1.7604523	-0.57022271	-0.29295298	0.11579525	0.66490062	1.3424035	1.9938223	1.2923557	0.28650079	1.8276937	1.6007896	1.6007738	1.8276975	1.6577725	1.2409944e-07	-1.5757091e-05	-8.2539966e-06	-6.1214941e-07	2.1221663e-05	-2.1337901e-06	2.2750582	7.7644168e-06	0.48554597	-0.4855566	-0.013095653	0.012885786	-0.77727744	-0.77730087	-0.27475286	0.27477833	0.016205384	-0.28338578	4.2880302e-05	-7.5150612e-05	5.5305739e-05	2.7824415e-05	-0.28292047	0.0030066372	0.485552	-0.48554576	0.013246112	-0.013456372	-0.77728589	-0.77725729	-0.27475319	0.27473484	-0.28294187	-0.0030226147	-9.3065293e-05	6.5574523e-05	5.0582623e-05	8.3871133e-05	-0.016211167	-0.28338093	-5.9312539e-05	-9.7108411e-06	4.635195e-06	5.5559656e-06	5.812908e-06	2.2750234	1.8930733e-05	-2.711149e-05	2	2	0	0	-80.17109	R0:S0:1	1.6577725	-61.6576	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@14:27
2x2_2C_8b_C2v_L	4.8422643	0	0	7.5	0	-0.078743522	-2.4571137	-3.8397538	0.24511956	-3.1795348	-0.039765915	-0.039764735	-3.1795107	0	2.5	10.1972	1.3747316e-06	2.8512374e-05	1.5298345e-05	4.0655128e-06	-1.6536028e-05	6.9099921e-07	-0.16733595	-2.8252908e-06	-0.20587484	0.20586404	0.97804206	-0.97772557	2.1937661	2.1940008	0.32288503	-0.32283863	-0.1240432	2.1060323	-7.6412211e-06	7.7457805e-06	-2.0125519e-05	-2.7976838e-05	2.1024531	-0.022936791	-0.20584841	0.20587057	-0.97794995	0.9782705	2.1938508	2.1936083	0.32283318	-0.32287054	2.1025023	0.022938044	3.2970047e-06	-8.9887175e-06	-1.992939e-05	-3.2185468e-05	0.12404915	2.1059948	2.1	1	0.2	4.4265526e-06	2.8655603e-05	-2.1084058e-05	-6.7528644e-06	8.4486436e-07	-0.16733852	-9.7818203e-07	1.6820042e-05	7.1167014e-08	-3.5689633e-06	0.52517365	1.2343438	1.7595174	-0.57204763	-0.29367624	0.11602422	0.66310544	1.345534	1.9937259	1.2910873	0.28607592	1.8255837	1.5956011	1.5956016	1.8256213	1.6558937	-2.2996912e-06	-3.1738961e-05	-1.9417397e-05	-6.956233e-06	2.912011e-05	6.4670312e-06	2.2851631	-3.1302692e-07	0.48399174	-0.48403878	-0.013385492	0.013246797	-0.77840159	-0.77843281	-0.27391745	0.27387044	0.016896623	-0.28692008	1.9832628e-05	-2.1096539e-05	6.4691124e-05	7.028436e-05	-0.28637499	0.0031244891	0.48403361	-0.48399656	0.013355526	-0.013494331	-0.77842633	-0.77839136	-0.27386067	0.27390139	-0.2864408	-0.0031248815	-1.4322698e-05	2.024443e-05	6.9633111e-05	7.2684493e-05	-0.016899506	-0.28686984	-3.6816653e-05	-3.2039039e-05	2.6065813e-05	5.8303023e-06	-6.2873666e-06	2.2851669	1.1501329e-05	-3.6050413e-05	2	2	0	0	-80.09403	R0:S0:1	1.6558937	-61.5776	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@14:34
2x2_2C_8b_C2v_L	4.825842	0	0	7.5	0	-0.077521165	-2.4529091	-3.8335907	0.24629005	-3.1789015	-0.041565289	-0.041588118	-3.178692	0	2.5	10.1872	7.3370361e-08	-2.0714259e-05	-5.7963738e-06	-9.592418e-06	-1.1578993e-05	-9.3234344e-07	-0.16825783	3.7471617e-07	-0.20523109	0.20525986	0.97841591	-0.97794643	2.1933518	2.1936628	0.32340603	-0.32340391	-0.11772527	2.1072904	2.8901534e-06	3.5456849e-06	-1.4091595e-06	6.0670852e-06	2.1040267	-0.019724961	-0.20531518	0.20529353	-0.97677631	0.97724841	2.1944204	2.1941112	0.32345001	-0.32345483	2.1040914	0.019740053	9.278521e-06	-5.2943673e-06	5.3432337e-07	-8.2073134e-06	0.11773427	2.1072193	2.1	1	0.2	6.2002366e-06	-8.4263219e-06	6.8064848e-06	7.5736297e-07	2.1293608e-07	-0.16824671	-1.4737853e-06	1.8192591e-05	-6.5604936e-09	-2.0266024e-06	0.52459506	1.2339765	1.7585715	-0.57389252	-0.29440404	0.11625553	0.66131188	1.3483285	1.9936286	1.2897668	0.28598866	1.8235241	1.5904225	1.5904029	1.8235243	1.6540161	-4.993356e-09	2.2537568e-05	6.7046025e-06	5.4384578e-06	1.8861599e-05	-8.6217524e-07	2.295249	-3.0654297e-06	0.48237364	-0.48240094	-0.013966668	0.01374766	-0.77952472	-0.7795505	-0.27310672	0.27309748	0.01621903	-0.29041994	-7.2421959e-06	-1.3661788e-05	-7.41516e-07	-1.5320143e-05	-0.28996946	0.0027125115	0.4823923	-0.48236966	0.013176572	-0.013395774	-0.77958147	-0.77955134	-0.27315266	0.27316579	-0.28996647	-0.0027263204	-2.5572446e-05	9.836563e-06	1.108407e-06	2.3393665e-05	-0.016230499	-0.29039858	-5.290705e-05	9.0286917e-06	-1.1165307e-05	-2.3479878e-06	3.4767775e-06	2.295203	4.9694259e-06	-3.5553376e-05	2	2	0	0	-80.017943	R0:S0:1	1.6540161	-61.4976	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@14:42
2x2_2C_8b_C2v_L	4.8095987	0	0	7.5	0	-0.076219906	-2.4485466	-3.827005	0.24727676	-3.1777706	-0.043500702	-0.043492662	-3.1775485	0	2.5	10.1772	-2.3815173e-06	-9.8456163e-06	6.5555093e-06	-6.9031787e-06	5.3078384e-06	-1.2831896e-07	-0.16916849	-1.5941594e-06	-0.2045627	0.20457498	0.97717156	-0.97688194	2.1938677	2.1940553	0.32397715	-0.32398839	-0.12348109	2.1083792	-4.3341972e-07	-2.3446094e-06	-3.3862242e-06	-4.5682015e-06	2.1048104	-0.021848634	-0.20455943	0.20454786	-0.97720473	0.97747689	2.1938504	2.193664	0.32397705	-0.32396074	2.1048795	0.021839286	8.721289e-06	-7.8677065e-06	-1.0298287e-05	-1.2488489e-05	0.12346907	2.1083104	2.1	1	0.2	6.6293211e-06	1.7202044e-05	1.548679e-06	-9.8501613e-06	-8.8615104e-07	-0.16917725	2.5193679e-06	-1.6312984e-06	-8.2913204e-09	-1.1371793e-06	0.5240221	1.2336126	1.7576347	-0.57571689	-0.29512324	0.1164836	0.6595366	1.3508325	1.9935318	1.2883916	0.28622181	1.8214568	1.5852446	1.585269	1.8214515	1.6521569	4.0047377e-06	1.0037484e-05	-1.2339775e-05	3.8451444e-06	-1.0789272e-05	-1.1557993e-05	2.3050137	3.3499488e-06	0.480647	-0.48065003	-0.013761708	0.013629472	-0.78070706	-0.78072266	-0.27247776	0.27249449	0.017217381	-0.29388932	-2.5065772e-07	2.6103196e-06	9.8431992e-06	1.0014307e-05	-0.29341194	0.0030550985	0.48065259	-0.48065009	0.013783518	-0.013915187	-0.78071515	-0.78069943	-0.27247968	0.2724576	-0.29341561	-0.003034732	-2.1774104e-05	2.153507e-05	3.181175e-05	3.1174518e-05	-0.017207282	-0.29389156	-5.6288675e-05	-1.7372424e-05	-4.6743411e-06	7.3387286e-06	4.1029936e-06	2.3050689	-2.6044574e-05	2.0242282e-06	2	2	0	0	-79.939195	R0:S0:1	1.6521569	-61.4176	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@14:50
2x2_2C_8b_C2v_L	4.7930474	0	0	7.5	0	-0.074951811	-2.4442863	-3.8202135	0.24790989	-3.176119	-0.045424603	-0.045424806	-3.1760715	0	2.5	10.1672	-1.467517e-07	-1.4313652e-05	5.8840848e-06	-3.9719788e-06	5.6457433e-06	1.1577096e-07	-0.17005262	2.4626259e-06	-0.20378965	0.20377524	0.97714567	-0.97657819	2.1935127	2.1939143	0.3244741	-0.32445332	-0.11883231	2.1094067	-2.6278062e-05	2.1225642e-05	-1.4974549e-05	-1.546312e-05	2.1060864	-0.016559843	-0.20377183	0.20378098	-0.97647875	0.97703919	2.1939869	2.1935916	0.32444865	-0.32447476	2.1061219	0.016563251	1.0487942e-05	-1.5135769e-05	-1.9831297e-06	7.9750704e-07	0.11883135	2.1093651	2.1	1	0.2	7.7701611e-06	1.803627e-05	5.6203223e-06	-9.4641637e-06	3.3886709e-06	-0.17005273	-1.6828945e-06	-7.4058723e-06	1.5227789e-08	-3.6182743e-06	0.52343658	1.2332421	1.7566787	-0.57757789	-0.29585227	0.11671461	0.65777641	1.3530783	1.9934341	1.2869872	0.2867441	1.8193698	1.5801332	1.5801319	1.8193987	1.6503132	2.0037006e-07	1.6603945e-05	-1.0773454e-05	1.5811598e-06	-1.2759351e-05	-7.0990831e-06	2.3145627	-1.0802156e-05	0.4788156	-0.47884357	-0.014129811	0.013869077	-0.78186493	-0.78190441	-0.27191108	0.27189789	0.016753153	-0.29739862	7.0638381e-05	-6.0838344e-05	3.5951109e-05	4.38496e-05	-0.29688977	0.0023321978	0.47884711	-0.47881291	0.013819236	-0.014079906	-0.78190611	-0.78187014	-0.27189959	0.27191499	-0.29693302	-0.0023373828	-2.8942632e-05	3.6261263e-05	9.4674559e-06	-1.7373318e-06	-0.016751863	-0.29734943	-6.5030341e-05	-1.9125106e-05	-6.8721803e-06	5.5753359e-06	-4.5675001e-06	2.3145607	7.6773524e-06	1.1391041e-05	2	2	0	0	-79.858328	R0:S0:1	1.6503132	-61.3376	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@14:58
2x2_2C_8b_C2v_L	4.7766843	0	0	7.5	0	-0.073749086	-2.4397972	-3.8128651	0.24822647	-3.1749317	-0.047260224	-0.047250243	-3.1749204	0	2.5	10.1572	3.0975924e-06	3.9980929e-07	-1.8708371e-05	3.4432261e-06	-7.9006844e-06	-2.7148567e-06	-0.17084797	4.6472508e-06	-0.20291446	0.20296212	0.976289	-0.97542157	2.1935614	2.1941281	0.32490402	-0.32493328	-0.1244459	2.1104337	-6.1819434e-06	-3.1364493e-06	1.1473949e-05	6.1851535e-06	2.1068698	-0.021374217	-0.20289863	0.202853	-0.97656566	0.97742729	2.1933868	2.1928185	0.32488985	-0.32485548	2.1068763	0.021367977	1.5359959e-07	-3.2788216e-06	-4.294094e-07	-1.9777373e-06	0.12444647	2.1104307	2.1	1	0.2	-1.4148561e-07	-3.3234027e-05	3.1742249e-06	5.6698703e-06	3.2939267e-06	-0.17085633	4.0590262e-06	9.6072556e-06	1.5568036e-07	-3.7567433e-06	0.52285567	1.2328756	1.7557312	-0.57941835	-0.29657085	0.11694267	0.65602853	1.3552329	1.9933338	1.2854905	0.28746056	1.8173406	1.5750669	1.5750784	1.8173553	1.6484829	-5.1656085e-06	2.0974954e-07	2.2290926e-05	-1.1158605e-06	1.7621945e-05	6.1614115e-06	2.3237785	-1.6363954e-05	0.47688089	-0.47689932	-0.014104987	0.013697598	-0.78310311	-0.78315001	-0.27137044	0.27140508	0.017733542	-0.30079691	2.0585629e-06	6.8223203e-06	-2.4526952e-05	-1.0419697e-05	-0.30027321	0.0030556224	0.47690103	-0.47688478	0.014255692	-0.014662783	-0.78312007	-0.78307166	-0.27135537	0.2713164	-0.30031011	-0.0030362302	-3.8264031e-06	1.5499691e-05	3.5064902e-06	-5.6985904e-06	-0.017740976	-0.30078391	1.3699574e-06	3.759517e-05	-1.9953512e-06	-5.3646519e-06	-1.3890848e-05	2.3238074	-3.3686908e-05	-1.6127597e-05	2	2	0	0	-79.776682	R0:S0:1	1.6484829	-61.2576	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@15:06
