model	E_kin	D	M	U	Up	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	ed	ep	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tbA1_down_1	tbA1_up_1	tbA2_down_1	tbA2_up_1	tbA3_down_1	tbA3_up_1	tbA4_down_1	tbA4_up_1	tbA5_down_1	tbA5_up_1	tbA6_down_1	tbA6_up_1	tbA7_down_1	tbA7_up_1	tbA8_down_1	tbA8_up_1	tbB1_down_1	tbB1_up_1	tbB2_down_1	tbB2_up_1	tbB3_down_1	tbB3_up_1	tbB4_down_1	tbB4_up_1	tbB5_down_1	tbB5_up_1	tbB6_down_1	tbB6_up_1	tbB7_down_1	tbB7_up_1	tbB8_down_1	tbB8_up_1	tpd	tpp	tppp	trb1_1	trb2_1	trb3_1	trb4_1	trb5_1	trb6_1	trb7_1	trb8_1	ave_D	ave_M	ave_ed	ave_ep	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tbA1_down_1	ave_tbA1_up_1	ave_tbA2_down_1	ave_tbA2_up_1	ave_tbA3_down_1	ave_tbA3_up_1	ave_tbA4_down_1	ave_tbA4_up_1	ave_tbA5_down_1	ave_tbA5_up_1	ave_tbA6_down_1	ave_tbA6_up_1	ave_tbA7_down_1	ave_tbA7_up_1	ave_tbA8_down_1	ave_tbA8_up_1	ave_tbB1_down_1	ave_tbB1_up_1	ave_tbB2_down_1	ave_tbB2_up_1	ave_tbB3_down_1	ave_tbB3_up_1	ave_tbB4_down_1	ave_tbB4_up_1	ave_tbB5_down_1	ave_tbB5_up_1	ave_tbB6_down_1	ave_tbB6_up_1	ave_tbB7_down_1	ave_tbB7_up_1	ave_tbB8_down_1	ave_tbB8_up_1	ave_trb1_1	ave_trb2_1	ave_trb3_1	ave_trb4_1	ave_trb5_1	ave_trb6_1	ave_trb7_1	ave_trb8_1	ave_ep_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	4.7068454	0	0	10	0	-4.0759148	-5.7927953	-5.7376223	0.45176531	-6.7955664	-0.41558055	-0.41524061	-5.1472679	0	2.5	11.2	-5.5091554e-05	-3.6861661e-05	2.1353387e-05	-1.2155401e-05	-5.5556415e-05	-1.4734421e-07	-0.25389532	7.4909842e-06	-0.43409523	-1.6759486	2.6513698	1.6457263	0.076906683	-1.3520041	0.47613913	-0.15967161	-0.0024358459	2.9954725	-6.4775657e-07	-7.5051148e-06	3.3541539e-05	3.0853904e-06	2.3165237	0.0017688455	-1.6698819	-0.43911987	1.2594408	2.5855111	1.7227111	0.58432393	0.1595545	-0.47607316	2.9954664	-0.0018498093	3.225639e-05	3.090875e-06	-6.9269814e-06	-1.1998368e-05	0.002335604	2.3165253	2.1	1	0.2	6.5381274e-05	6.1002855e-05	0.00010737568	-2.3235962e-06	-7.6528762e-06	0.25400696	-5.7477293e-06	5.594279e-05	2.4040175e-06	-0.21010494	0.4222854	1.2441893	1.6664747	-0.63592644	-0.22559605	0.097583777	0.27811597	1.7091553	1.7607743	1.8820452	0.028571058	1.5323336	1.9850043	1.9850191	1.987788	1.267339	3.1473384e-05	2.3353761e-05	-2.0733122e-05	3.1372751e-05	3.2270256e-05	3.2950119e-06	0.43611459	-1.8540548e-05	0.20875037	0.84495468	-0.20120351	-0.80525742	-0.14927298	0.43652764	-0.27822714	-0.066100199	3.4584142e-05	-1.1773682	3.3750335e-06	-5.0527668e-05	6.2763607e-07	6.4288262e-05	-0.033304777	-0.00088778562	0.84150369	0.20968481	-0.67297882	-0.23143439	-0.62607511	0.093885578	0.066158458	0.27815774	-1.1773677	2.4874292e-05	-0.0001766864	1.2643416e-06	9.4725133e-05	6.1725421e-06	-0.0011702915	-0.033305063	-3.8466257e-05	-3.5750314e-05	-0.00011592225	4.4101285e-06	-9.3218404e-05	-0.43632659	1.2490283e-05	-4.2876268e-05	2	2	0	0	-111.50503	R0:S0:1	1.267339	-69.6	uncorrelated	2	8eae08f	v2.2.3	YY	27	sharp_wc_2.0_b_50	parameters	boucle.py	2023-10-06@20:15
2x2_2C_8b_C2v_L	4.7068272	0	0	10	0	-4.07577	-5.7915234	-5.7369534	0.45282676	-6.7940099	-0.41663465	-0.41642338	-5.1478388	0	2.5	11.199	6.8748897e-06	8.4153677e-06	-5.404726e-06	3.7421843e-06	-5.9478354e-05	4.0625616e-06	-0.25396852	4.9167582e-06	-0.43372163	-1.6762018	2.651409	1.6458777	0.07736202	-1.3516364	0.47619473	-0.15969605	-0.0022325573	2.9953786	-8.1281641e-06	-2.8376221e-05	2.3392227e-05	-8.0229543e-06	2.3168642	0.001594011	-1.6699794	-0.43936398	1.259463	2.5852568	1.7228012	0.58501269	0.15959258	-0.47612807	2.9953733	-0.0016593609	3.1292003e-05	-2.285045e-06	8.6944164e-06	-1.4378081e-05	0.002162129	2.3168601	2.1	1	0.2	1.1670602e-05	1.3873275e-05	2.9070156e-05	-2.0041452e-06	1.4881372e-06	0.25404659	-6.3776837e-06	5.0273028e-05	1.1930409e-06	-0.21010306	0.42228582	1.2441887	1.6664745	-0.63592789	-0.22559767	0.097584431	0.27811613	1.7091941	1.7607363	1.8820688	0.028574429	1.532301	1.9850012	1.9850131	1.9877884	1.2673378	-2.2864743e-06	-6.800349e-06	9.4596705e-06	-8.3331563e-06	3.9804743e-05	-4.1692362e-07	0.43622275	-8.5379044e-06	0.20871766	0.84497453	-0.20122683	-0.80533134	-0.14929579	0.43632127	-0.27824693	-0.066109267	2.9615764e-05	-1.177394	4.4367043e-06	7.0767066e-05	-3.5441303e-06	4.825625e-05	-0.033308131	-0.00080065775	0.84138703	0.20969343	-0.67303429	-0.23145354	-0.62612873	0.093825067	0.066167104	0.27817563	-1.1773936	2.1388816e-05	-0.00012111495	-1.5844874e-06	-6.1894418e-06	5.531815e-06	-0.001085019	-0.033308128	-7.2231109e-06	-7.6549528e-06	-3.0860728e-05	3.0403744e-07	-3.3633293e-05	-0.43639166	1.173601e-05	-3.2616706e-05	2	2	0	0	-111.4995	R0:S0:1	1.2673378	-69.592	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	parameters	boucle.py	2023-10-06@20:20
2x2_2C_8b_C2v_L	4.7067684	0	0	10	0	-4.0737032	-5.7926761	-5.7401297	0.45402271	-6.7929395	-0.41806683	-0.41770538	-5.1499248	0	2.5	11.198	2.7933595e-05	1.897917e-05	-2.0951968e-05	1.302933e-05	1.9771509e-06	8.4657956e-06	-0.25407574	6.0858027e-06	-0.43386009	-1.6765648	2.6519024	1.6459387	0.077595787	-1.3514023	0.47634201	-0.15973025	-0.0012820661	2.9954345	7.7806641e-06	-2.2793611e-05	-3.7652434e-06	1.7399668e-07	2.3175774	0.0022404798	-1.6708151	-0.43961787	1.2592074	2.5856171	1.722347	0.58567987	0.15965524	-0.476282	2.9954217	-0.0023493912	-1.6172886e-06	7.0850143e-06	3.6738933e-06	1.1846124e-05	0.0011888807	2.3175713	2.1	1	0.2	-2.0035942e-05	-2.4783065e-05	-1.9016365e-06	1.2473244e-05	9.0767183e-06	0.25419624	1.0081802e-06	-1.4457799e-05	-2.0354448e-06	-0.21009497	0.42228716	1.2441869	1.6664741	-0.63593281	-0.22560287	0.097586566	0.27811809	1.7088558	1.7608603	1.8822752	0.028590419	1.5322809	1.9849891	1.9850034	1.987786	1.267336	-1.2130235e-05	-1.4577933e-05	2.6819665e-05	-3.5073162e-05	3.4352766e-06	-1.9061027e-05	0.43639362	3.7726645e-06	0.20888356	0.84534366	-0.20119734	-0.8051396	-0.14918633	0.43590452	-0.27832014	-0.06612998	2.1705045e-05	-1.1774031	-1.2713777e-06	0.00013146923	-4.2373592e-06	-5.8944953e-05	-0.03332237	-0.0011179287	0.84196281	0.20981148	-0.67278277	-0.23143873	-0.62559246	0.0937253	0.066175763	0.2782588	-1.1774025	3.7162936e-05	6.6255567e-05	-3.5995351e-06	-7.345822e-05	-3.4887162e-06	-0.00059192665	-0.033321991	1.4134841e-05	1.379873e-05	1.3209155e-06	-2.432729e-05	7.1486209e-05	-0.43659778	-1.020714e-05	1.4454634e-05	2	2	0	0	-111.50787	R0:S0:1	1.267336	-69.584	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	parameters	boucle.py	2023-10-06@20:25
2x2_2C_8b_C2v_L	4.7067003	0	0	10	0	-4.0708247	-5.7938786	-5.7459033	0.45527049	-6.7898705	-0.41911389	-0.4187938	-5.1503903	0	2.5	11.197	-0.00010068629	-6.982554e-05	5.0086741e-05	-2.3830935e-05	6.3900476e-05	1.8336478e-06	-0.25412066	7.3350549e-06	-0.43369007	-1.6765727	2.6524962	1.6457852	0.078088686	-1.3520718	0.47653159	-0.15976281	-0.0025055498	2.9950009	-1.6645707e-06	8.6641339e-06	-6.9592237e-06	6.0323849e-06	2.3178812	0.0017268419	-1.6716367	-0.43957069	1.2589721	2.5862567	1.7220822	0.5856021	0.15970024	-0.47644994	2.9949919	-0.0018037691	-3.3832739e-05	1.2132719e-05	1.6315317e-06	2.6450465e-05	0.0024161804	2.3178989	2.1	1	0.2	6.6674361e-05	6.6508849e-05	9.7495693e-05	-7.9711454e-06	1.3552017e-05	0.25422542	-1.0151161e-05	-5.6563519e-05	-1.7287597e-06	-0.21008396	0.42228885	1.2441852	1.666474	-0.63593918	-0.22560829	0.097588852	0.2781391	1.7085123	1.7609948	1.8824819	0.028613079	1.5321792	1.984983	1.9849973	1.987783	1.267354	5.5337206e-05	4.719237e-05	-5.5610007e-05	5.7972957e-05	-3.4380578e-05	9.7105789e-07	0.43650126	6.5155749e-07	0.20907295	0.84564033	-0.20118527	-0.80489208	-0.14904974	0.43570878	-0.27843445	-0.066160544	3.4057959e-05	-1.177481	-3.3036693e-06	1.7871669e-05	-3.1114127e-07	-7.3761603e-05	-0.033333692	-0.00086608695	0.84262359	0.20991432	-0.67254514	-0.23142443	-0.62490714	0.093694589	0.066203878	0.27836017	-1.1774801	2.3882882e-05	0.00016463873	-5.6104238e-07	-5.0518248e-05	-7.0355474e-06	-0.0012108092	-0.03333427	-4.2422849e-05	-3.6897984e-05	-0.00010313622	1.4168914e-05	5.2337256e-05	-0.43670633	2.1628262e-05	4.0322298e-05	2	2	0	0	-111.51127	R0:S0:1	1.267354	-69.576	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	parameters	boucle.py	2023-10-06@20:31
2x2_2C_8b_C2v_L	4.7066514	0	0	10	0	-4.0713025	-5.7930597	-5.7424701	0.45619513	-6.7874931	-0.42007963	-0.41992139	-5.151716	0	2.5	11.196	-4.0686597e-05	-2.9022262e-05	2.0106606e-05	-1.007046e-05	-2.8846121e-05	6.9759525e-06	-0.25421959	1.0545679e-07	-0.43336558	-1.6772736	2.6525889	1.6473918	0.07951799	-1.3491483	0.47657689	-0.15984565	-0.0010786082	2.9947405	2.7158922e-06	-1.4492366e-05	4.7985e-06	-4.4042024e-06	2.3184082	0.0016647258	-1.6719075	-0.43928742	1.2583872	2.5857183	1.7221428	0.5884337	0.15976341	-0.47650204	2.9947368	-0.0017150198	2.0114162e-05	-4.9844635e-06	5.6025391e-06	8.5428295e-06	0.0010431199	2.3184264	2.1	1	0.2	3.5486927e-05	3.7288379e-05	5.7864701e-05	-3.9024516e-06	6.7248277e-07	0.25427591	-2.4715054e-06	1.6585748e-05	3.5184158e-07	-0.21007788	0.42228976	1.2441838	1.6664736	-0.63594365	-0.22561225	0.097590501	0.27815168	1.7085407	1.7608764	1.8825843	0.028618149	1.5321054	1.9849775	1.9849861	1.9877814	1.2673643	2.0292796e-05	2.1057975e-05	-2.2462073e-05	2.6093351e-05	2.1128644e-05	-1.5488307e-05	0.43669186	-2.9704694e-06	0.20904923	0.8457017	-0.20116283	-0.80541477	-0.14917355	0.43456482	-0.27845636	-0.066158598	1.1928516e-05	-1.1775379	1.8877123e-06	2.6591521e-05	-1.0907333e-06	3.1690509e-05	-0.033343691	-0.00083508863	0.84248138	0.20994053	-0.67234658	-0.231566	-0.62527122	0.09338363	0.066207212	0.27838346	-1.177538	2.2034552e-05	-7.8840166e-05	-6.8192608e-07	3.4206017e-06	2.1504552e-06	-0.00052529671	-0.033343966	-2.2237736e-05	-2.0884317e-05	-6.1417133e-05	4.7339676e-06	-2.6721351e-05	-0.43681527	9.631271e-07	-9.2174119e-06	2	2	0	0	-111.50194	R0:S0:1	1.2673643	-69.568	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	parameters	boucle.py	2023-10-06@20:36
2x2_2C_8b_C2v_L	4.7065815	0	0	10	0	-4.0679312	-5.7958293	-5.7503773	0.45750742	-6.7869007	-0.42130573	-0.42111978	-5.1529514	0	2.5	11.195	-3.1040475e-05	-1.98953e-05	4.0432255e-06	-7.9096694e-06	8.3946071e-05	3.2223121e-06	-0.25430722	-1.3363855e-05	-0.43339265	-1.678231	2.6535194	1.6449489	0.079169765	-1.3512885	0.47681571	-0.15985747	-0.0020943867	2.9948836	-7.4576999e-06	6.3660742e-05	-1.1776922e-05	6.0045357e-06	2.3189227	0.002216829	-1.672942	-0.43909556	1.2586604	2.587663	1.7215109	0.58456394	0.15982642	-0.47674993	2.9948761	-0.0022799808	1.3148128e-06	1.0730823e-05	-1.6508423e-05	1.3536784e-05	0.0020173413	2.3189266	2.1	1	0.2	9.3900477e-06	3.4638148e-05	1.2486625e-05	-6.4835412e-06	-2.3840066e-05	0.25438629	6.6825752e-07	-6.0173022e-05	3.1263936e-06	-0.21006864	0.42229132	1.2441816	1.6664729	-0.6359493	-0.22561858	0.097593085	0.27814711	1.7079441	1.7612818	1.882769	0.028646392	1.5321081	1.9849665	1.9849795	1.9877779	1.2673547	2.888768e-05	2.218051e-06	-1.1173351e-06	1.5280165e-05	-4.9446784e-05	-3.8926693e-06	0.43680701	-8.3523291e-06	0.20929517	0.84650619	-0.20116336	-0.80426778	-0.14893059	0.43508185	-0.27858527	-0.066192081	2.8292357e-05	-1.1775264	8.612027e-07	-0.00034420887	1.2394445e-05	0.00011537263	-0.033359284	-0.0011123453	0.84336084	0.21016052	-0.67217619	-0.23135301	-0.62420049	0.09358181	0.06623135	0.27852712	-1.1775259	2.8582038e-05	-0.00013721442	5.8030395e-06	0.00018991374	3.2411212e-06	-0.001010233	-0.033357722	-1.1159263e-05	-1.4938543e-05	-1.2441936e-05	1.2644434e-05	-0.00015879658	-0.43698867	-7.6077701e-06	3.9810989e-05	2	2	0	0	-111.51914	R0:S0:1	1.2673547	-69.56	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	parameters	boucle.py	2023-10-06@20:41
2x2_2C_8b_C2v_L	4.7065223	0	0	10	0	-4.0660035	-5.7970961	-5.7511417	0.45858817	-6.7840712	-0.42227232	-0.42220813	-5.1538998	0	2.5	11.194	2.8419222e-07	5.7945868e-07	-1.1226462e-05	-1.143327e-05	-1.0997059e-05	-1.2860719e-06	-0.25437472	1.5751179e-06	-0.43467737	-1.677906	2.6537499	1.6464628	0.079929472	-1.3502495	0.47693535	-0.15991233	-0.0012352688	2.9945138	-1.0284126e-05	1.0639688e-05	7.4653592e-06	2.6661744e-06	2.319361	0.00090367178	-1.6735274	-0.44028652	1.2571792	2.5870937	1.7219621	0.58818968	0.15983113	-0.47685734	2.9945175	-0.00091578584	5.9586238e-06	-4.9294183e-06	-8.9375823e-06	6.3464799e-07	0.001192314	2.3193546	2.1	1	0.2	-3.2952674e-05	-1.7878908e-06	-3.340717e-05	4.0280322e-06	-8.6634752e-06	0.25440549	-1.3136416e-08	1.4404392e-05	1.4175095e-06	-0.21005865	0.42229276	1.2441801	1.6664729	-0.63595492	-0.22562324	0.097595058	0.27816836	1.7076922	1.7614012	1.8828909	0.028661523	1.5320159	1.9849632	1.984969	1.9877756	1.2673737	4.8298759e-06	-7.8194199e-06	1.0909079e-05	2.6158761e-05	2.2417552e-06	1.075497e-06	0.43697843	-7.2593832e-06	0.20947859	0.84663613	-0.20101734	-0.8045139	-0.14896712	0.43427896	-0.27866876	-0.06621335	1.71068e-05	-1.1775963	1.2517119e-06	-6.87855e-05	2.1086331e-06	2.9544465e-05	-0.033370665	-0.00045581112	0.84390822	0.21024805	-0.67144207	-0.23143253	-0.62424186	0.093344568	0.066256013	0.27859306	-1.1775973	8.9131416e-06	-5.9040516e-05	2.3446635e-06	6.1690709e-05	1.7261122e-06	-0.00059637833	-0.033369371	1.568309e-05	5.1273645e-06	3.5170475e-05	-7.9041709e-06	-4.1205325e-05	-0.43705969	9.8277669e-07	-1.3164969e-05	2	2	0	0	-111.51579	R0:S0:1	1.2673737	-69.552	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	parameters	boucle.py	2023-10-06@20:46
2x2_2C_8b_C2v_L	4.7064911	0	0	10	0	-4.0656484	-5.7951838	-5.7509263	0.45968791	-6.7818746	-0.42344596	-0.42325343	-5.1545417	0	2.5	11.193	-4.0587382e-05	-2.8116454e-05	3.022675e-05	-7.0984051e-06	5.4385356e-05	6.9583959e-06	-0.25441976	-4.6505366e-07	-0.4330575	-1.6780206	2.6539615	1.6460362	0.079736597	-1.3507259	0.47701541	-0.15998534	-0.0014607548	2.9942797	-5.1383162e-06	2.3920911e-05	-8.2556975e-06	1.7048283e-06	2.3197104	0.0022245016	-1.6727996	-0.43832709	1.2587272	2.5880598	1.7220429	0.58539395	0.15993097	-0.47694942	2.9942649	-0.0022778439	-1.7875183e-05	-1.1267614e-06	-9.8422256e-06	1.2999019e-05	0.0014114804	2.3197148	2.1	1	0.2	2.7275988e-05	3.5955841e-05	4.3847557e-05	-6.4123388e-06	-7.0512432e-06	0.25448308	-3.8265004e-06	-4.4385753e-05	3.2247856e-07	-0.21005571	0.42229333	1.2441792	1.6664725	-0.63595758	-0.22562591	0.097596157	0.27817012	1.7080029	1.7611863	1.8828427	0.028667259	1.5319541	1.9849557	1.984966	1.9877751	1.2673733	1.695591e-05	2.4499104e-05	-3.5140826e-05	1.9838865e-05	-3.162058e-05	-1.2736323e-05	0.43704774	-1.3881999e-07	0.20931242	0.84637592	-0.20120489	-0.80456529	-0.14896372	0.4346405	-0.27868793	-0.066213435	1.7167419e-05	-1.1776466	-9.8112283e-07	-9.1916872e-05	3.3973671e-06	4.1552708e-06	-0.033375027	-0.00111518	0.84331105	0.21015173	-0.67213868	-0.23147872	-0.62420907	0.093477713	0.066259071	0.27862472	-1.1776454	2.8681464e-05	4.7323344e-05	2.5300925e-06	4.5116422e-05	-2.9280698e-06	-0.00070896705	-0.033374675	-1.9500852e-05	-1.9143016e-05	-4.6149863e-05	1.1234699e-05	-7.8224211e-06	-0.43719492	-3.2658801e-06	2.9969486e-05	2	2	0	0	-111.50835	R0:S0:1	1.2673733	-69.544	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	parameters	boucle.py	2023-10-06@20:52
2x2_2C_8b_C2v_L	4.7064067	0	0	10	0	-4.0638596	-5.7972422	-5.7513297	0.46078547	-6.7779178	-0.42437993	-0.42427403	-5.1552387	0	2.5	11.192	-1.7487457e-06	-2.5884305e-07	-4.0496371e-07	4.7841652e-06	2.2983762e-05	8.7231973e-06	-0.25446697	-3.0269355e-06	-0.43350785	-1.6779023	2.6545724	1.6480913	0.080529812	-1.3488231	0.47716865	-0.16005243	-0.0007285288	2.9936523	-5.8096696e-06	-2.7378272e-06	-1.5944271e-05	-6.2725067e-06	2.3200769	0.00098573401	-1.6734779	-0.43957969	1.2580007	2.5874306	1.7218608	0.59008127	0.15997521	-0.47708984	2.9936566	-0.0010140426	4.3262152e-06	-1.4413066e-05	-1.0230784e-05	6.8892449e-07	0.00070891136	2.3200776	2.1	1	0.2	3.2682986e-05	2.9504764e-05	6.1693421e-05	-2.585261e-06	-9.0293892e-08	0.25450342	2.135457e-06	-2.8934043e-05	2.7438401e-06	-0.21004235	0.42229524	1.2441771	1.6664724	-0.63596566	-0.22563246	0.097598925	0.27820144	1.7077481	1.7612056	1.8830781	0.028687595	1.5318103	1.9849508	1.9849563	1.9877716	1.2674015	-3.1678543e-06	4.2982245e-06	2.750132e-06	-9.6033337e-06	-7.722447e-06	-1.7104693e-05	0.43721322	-4.7044238e-06	0.20947883	0.84658714	-0.2011364	-0.80491482	-0.1489678	0.43345615	-0.27879119	-0.066240599	8.1171181e-06	-1.1777574	4.8165055e-06	-5.9763679e-05	4.1655773e-06	8.3083992e-05	-0.033389607	-0.00049514479	0.8437863	0.21027169	-0.67164473	-0.2315937	-0.62405676	0.093136776	0.066282575	0.27871618	-1.1777587	1.175528e-05	-7.1266514e-05	4.5506544e-06	9.7717595e-05	2.2937172e-06	-0.00035636514	-0.033388838	-1.9904489e-05	-1.7220159e-05	-6.6647091e-05	3.3572117e-06	-9.8152429e-05	-0.43729268	-4.7813203e-06	2.3097997e-05	2	2	0	0	-111.50317	R0:S0:1	1.2674015	-69.536	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	parameters	boucle.py	2023-10-06@20:57
2x2_2C_8b_C2v_L	4.7063346	0	0	10	0	-4.0590404	-5.7990162	-5.7620407	0.46206704	-6.7759605	-0.4254035	-0.42529634	-5.155775	0	2.5	11.191	-2.3112519e-05	-1.7265924e-05	1.0627018e-05	-3.904271e-06	-9.5508434e-06	1.5811861e-05	-0.25452038	-2.7083421e-06	-0.43175528	-1.6787341	2.6556235	1.6460647	0.081667953	-1.3503185	0.47738751	-0.16008201	0.00013037157	2.9934711	6.1215186e-06	-1.9701278e-05	-1.870551e-05	-1.2493367e-05	2.3204134	0.0015378999	-1.6726468	-0.4378584	1.2588873	2.5896007	1.7232736	0.58586026	0.16011596	-0.47733432	2.9934684	-0.0015834714	-1.8916189e-06	-4.5598686e-06	8.3470344e-06	1.6379242e-05	-0.00013062673	2.3204175	2.1	1	0.2	2.461871e-05	3.1131977e-05	3.9005595e-05	-1.1410467e-06	4.4210481e-06	0.25455296	2.8762683e-06	-1.4807171e-05	-1.3135595e-06	-0.21003203	0.42229689	1.244175	1.6664719	-0.63597193	-0.22563861	0.097601475	0.27820775	1.707444	1.7614215	1.8831747	0.028714959	1.5317562	1.9849445	1.9849491	1.987768	1.2674036	8.6842012e-06	1.5247957e-05	-1.2330051e-05	1.0000356e-05	1.0007594e-05	-1.869419e-05	0.43733168	1.0324404e-05	0.20950298	0.84737442	-0.20123459	-0.80402921	-0.14890246	0.43358422	-0.27890538	-0.066259684	-4.6397312e-06	-1.1777947	2.4411569e-07	9.6542148e-05	-3.0040292e-06	7.8742086e-07	-0.033404023	-0.0007678009	0.84384817	0.21045893	-0.67183474	-0.23145148	-0.62361934	0.093252188	0.066299931	0.2788554	-1.1777946	2.2665678e-05	4.3029771e-05	-1.7162743e-06	-5.9020216e-05	-2.3440434e-06	6.2338101e-05	-0.033401079	-1.5930118e-05	-1.6659245e-05	-4.1610625e-05	2.342304e-07	4.4036276e-05	-0.43739779	-3.0777312e-05	1.5588713e-05	2	2	0	0	-111.51605	R0:S0:1	1.2674036	-69.528	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	parameters	boucle.py	2023-10-06@21:02
