model	E_kin	D	M	U	Up	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	ed	ep	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tbA1_down_1	tbA1_up_1	tbA2_down_1	tbA2_up_1	tbA3_down_1	tbA3_up_1	tbA4_down_1	tbA4_up_1	tbA5_down_1	tbA5_up_1	tbA6_down_1	tbA6_up_1	tbA7_down_1	tbA7_up_1	tbA8_down_1	tbA8_up_1	tbB1_down_1	tbB1_up_1	tbB2_down_1	tbB2_up_1	tbB3_down_1	tbB3_up_1	tbB4_down_1	tbB4_up_1	tbB5_down_1	tbB5_up_1	tbB6_down_1	tbB6_up_1	tbB7_down_1	tbB7_up_1	tbB8_down_1	tbB8_up_1	tpd	tpp	tppp	trb1_1	trb2_1	trb3_1	trb4_1	trb5_1	trb6_1	trb7_1	trb8_1	ave_D	ave_M	ave_ed	ave_ep	ave_mu	ave_tpd	ave_tpp	ave_tpprime	ave_M_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tbA1_down_1	ave_tbA1_up_1	ave_tbA2_down_1	ave_tbA2_up_1	ave_tbA3_down_1	ave_tbA3_up_1	ave_tbA4_down_1	ave_tbA4_up_1	ave_tbA5_down_1	ave_tbA5_up_1	ave_tbA6_down_1	ave_tbA6_up_1	ave_tbA7_down_1	ave_tbA7_up_1	ave_tbA8_down_1	ave_tbA8_up_1	ave_tbB1_down_1	ave_tbB1_up_1	ave_tbB2_down_1	ave_tbB2_up_1	ave_tbB3_down_1	ave_tbB3_up_1	ave_tbB4_down_1	ave_tbB4_up_1	ave_tbB5_down_1	ave_tbB5_up_1	ave_tbB6_down_1	ave_tbB6_up_1	ave_tbB7_down_1	ave_tbB7_up_1	ave_tbB8_down_1	ave_tbB8_up_1	ave_trb1_1	ave_trb2_1	ave_trb3_1	ave_trb4_1	ave_trb5_1	ave_trb6_1	ave_trb7_1	ave_trb8_1	ave_ep_2	ave_mu_2	ave_tpp_2	ave_tpprime_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	distance	diff_hybrid	time	
3bands	5.6174392	0	0	12	0	-0.55090052	-6.2187177	-7.6580962	1.0724509	-6.6074155	-1.0279724	-1.0254974	-8.3834112	0	2.5	12.28	-0.061870733	6.4990386e-06	1.225125e-05	-3.4440232e-05	9.0386022e-06	0.22788113	-3.44974e-05	4.7191005e-07	7.446178e-05	-8.4551414e-05	2.7776636	1.3123881	0.24754863	2.5358482	0.10094943	-0.43745974	0.0028900924	2.4995552	-5.2514052e-06	-1.6499386e-05	-2.5058408e-06	1.7915976e-05	3.0957845	-0.0068377797	8.4385973e-06	0.00017237933	1.3139801	2.777504	2.5347942	0.24973573	0.43737744	-0.10108622	2.4995611	0.0064601849	8.8339822e-06	6.5386686e-06	2.2290147e-05	1.4833559e-05	-0.0031098303	3.0957857	2.1	1	0.2	8.8009827e-05	1.090995e-05	-1.9292754e-05	-9.3294723e-06	-6.7223901e-06	4.1905678e-05	0.22744416	-1.712992e-06	-4.2398879e-08	0.24541361	0.39699057	1.2696135	1.6666041	-0.5514093	-0.15734187	0.0687366	0.19640726	1.9997942	1.5711131	1.9775034	0.01359457	1.9922595	1.9946856	1.9947023	1.6744641	1.1900619	0.049028854	-6.967326e-07	-9.680475e-06	5.3230813e-05	-4.9920176e-06	-0.2682117	4.3232307e-05	-1.055717e-06	-0.00010828292	-3.5628985e-05	-1.1120095	-0.19729143	-0.20615571	-0.061143339	0.042489361	0.20088667	-0.001158508	-0.026138836	6.9344965e-06	5.164385e-07	3.3906677e-06	-4.5557306e-07	-1.0267283	8.4957278e-05	-1.937769e-05	-0.00022337985	-0.19732976	-1.1118589	-0.061009161	-0.20690136	-0.20086142	-0.042481426	-0.026138245	-0.0025955017	3.3899092e-09	-8.5584531e-06	-7.6823366e-07	-2.0722682e-05	4.1182745e-05	-1.0267265	-6.9597613e-05	-2.6690455e-06	1.6515954e-05	1.5714166e-05	5.4217717e-06	-5.3460029e-05	-0.26779118	1.2740102e-06	2	2	0	0	-120.21462	R0:S0:1	1.1900619	-78.24	uncorrelated	2	ffd36c5	v2.0.4	YY	3	sharp_wc_2.0_b_50	 6.37e+02	 8.63e-05	CDMFT_Supra_AF_8b.py	2023-06-28@16:37
3bands	5.6172733	0	0	12	0	-0.5494345	-6.2051941	-7.6421786	1.0812127	-6.6063205	-1.0348569	-1.0345382	-8.345632	0	2.5	12.27	-0.06046008	2.783853e-06	-2.3369549e-06	2.6680564e-05	-7.5042654e-05	0.2272854	-3.430861e-05	-7.828972e-06	-0.00012562675	-1.0985241e-05	2.7764437	1.3062429	0.2525414	2.5384495	0.10132157	-0.43740021	-0.0015785827	2.500944	-7.2239014e-07	4.8811037e-05	-3.0502795e-05	-4.8299143e-07	3.0906187	-0.0019685901	0.00015375262	4.9453699e-05	1.3098141	2.776077	2.536149	0.25748442	0.43727728	-0.10163142	2.5009421	0.0018823934	4.2869775e-05	4.5282497e-06	4.3981514e-06	-6.7273915e-05	0.0016302658	3.0906187	2.1	1	0.2	0.00015561598	1.3582649e-06	1.1966063e-05	-2.7423788e-05	-8.2108834e-07	3.3440723e-05	0.22724959	7.8343198e-05	-1.8736907e-08	0.24535863	0.39699407	1.2696117	1.6666057	-0.55142974	-0.1573504	0.068740597	0.19660228	1.9998025	1.5713868	1.9771267	0.013601902	1.9922499	1.9946989	1.9946999	1.673795	1.1902602	0.048001399	-5.0484795e-06	2.3308499e-06	-4.1260932e-05	4.524977e-05	-0.26792001	4.1946606e-05	5.5836961e-06	0.00013915751	-1.1103656e-05	-1.1116632	-0.19732769	-0.20799283	-0.061727252	0.04248089	0.20091638	0.00063510566	-0.026186529	2.1447147e-06	-1.9218263e-06	4.4405386e-05	-4.6504692e-08	-1.0275199	2.3654641e-05	1.7858018e-05	-6.6701118e-05	-0.1974132	-1.111321	-0.061426193	-0.20967603	-0.20089154	-0.042454661	-0.026185573	-0.00075608385	-2.0006336e-06	-6.9118896e-06	-1.6236287e-08	9.6393259e-05	-1.8539403e-05	-1.0275191	-0.00012341449	-1.7018423e-06	-1.0251059e-05	4.2376136e-05	1.0320622e-07	-4.4494359e-05	-0.26789309	-3.4196263e-05	2	2	0	0	-120.06459	R0:S0:1	1.1902602	-78.16	uncorrelated	2	ffd36c5	v2.0.4	YY	3	sharp_wc_2.0_b_50	 6.44e+02	 7.01e-05	CDMFT_Supra_AF_8b.py	2023-06-28@16:41
3bands	5.6170375	0	0	12	0	-0.53902984	-6.1893965	-7.6261329	1.0909394	-6.6017687	-1.0390394	-1.0408832	-8.3005016	0	2.5	12.26	-0.057905278	-3.8763447e-06	8.7778355e-06	3.8047488e-05	0.00029974109	0.22627175	2.6045595e-05	2.7670244e-05	-0.00023825932	-3.9686566e-05	2.7735692	1.2970942	0.27219112	2.5428902	0.1025901	-0.4377482	-0.0011686932	2.5014713	2.7697884e-05	-0.00018434596	0.00014352439	3.5649429e-06	3.0838628	0.0040730206	0.00016634464	-7.1940173e-05	1.2947456	2.7738078	2.5443797	0.26896656	0.43782782	-0.10238479	2.5014676	-0.0038545523	-0.00017412408	-1.7441211e-05	-5.4829025e-05	0.00025282283	0.0012865735	3.0838657	2.1	1	0.2	-9.8504345e-05	1.7828676e-05	1.8224034e-05	-2.9637108e-05	4.5033304e-06	-2.3004052e-05	0.22656375	-0.00032295101	-8.5270138e-08	0.24528131	0.39699864	1.2696087	1.6666074	-0.55145827	-0.1573629	0.068746363	0.19684965	1.9998171	1.5721313	1.9762399	0.013632887	1.9922319	1.9947228	1.9947124	1.6729751	1.1905103	0.046123981	-5.8793753e-06	-6.2836539e-06	-5.7990918e-05	-0.00018095444	-0.26733531	-3.2055615e-05	-1.3827654e-05	0.00029498537	2.1516407e-05	-1.1103184	-0.19737139	-0.21484498	-0.062587076	0.042429241	0.20110601	0.00046582938	-0.026253362	-4.0205538e-05	7.5078572e-06	-0.00020356486	-2.9791387e-07	-1.0284787	-5.1466755e-05	4.4706058e-05	0.00011226817	-0.19731369	-1.1105458	-0.062783446	-0.21374803	-0.20112171	-0.042447146	-0.026253761	0.0015441254	8.0416261e-06	2.5946969e-05	1.5405293e-06	-0.00036138756	-1.8566458e-05	-1.0284791	7.8291356e-05	-1.3248686e-06	-1.6066717e-05	4.804054e-05	-1.6685723e-06	3.0737567e-05	-0.26760199	0.00014234995	2	2	0	0	-119.85843	R0:S0:1	1.1905103	-78.08	uncorrelated	2	ffd36c5	v2.0.4	YY	3	sharp_wc_2.0_b_50	 6.51e+02	 1.16e-04	CDMFT_Supra_AF_8b.py	2023-06-28@16:46
3bands	5.6168211	0	0	12	0	-0.54094288	-6.1770496	-7.6228958	1.1022729	-6.6048656	-1.0498485	-1.0508023	-8.269662	0	2.5	12.25	-0.057585727	2.7472824e-06	-1.94865e-05	1.9746962e-05	8.1791548e-05	0.22631967	2.452864e-05	-3.6576904e-05	-0.00019149763	2.0134371e-05	2.7728984	1.2966262	0.27364349	2.5443744	0.10258696	-0.43817946	-0.0020529666	2.5038275	-2.7417327e-06	-2.7944901e-05	0.00015121782	-1.9444563e-05	3.0801259	0.0043051903	6.8129271e-05	0.00017099575	1.2934757	2.7732301	2.5463836	0.2693084	0.43828857	-0.10231685	2.5038156	-0.0041268347	-7.7349509e-05	2.5641017e-05	1.305023e-05	-8.8008532e-06	0.0021548396	3.0801329	2.1	1	0.2	-0.00014830406	-4.2439422e-05	9.1912696e-06	-1.8372659e-05	1.8109448e-06	-1.2333341e-05	0.22653087	-9.7259771e-05	-5.9814706e-08	0.2452124	0.39700351	1.2696049	1.6666084	-0.5514821	-0.15737651	0.068752337	0.19700341	1.9998185	1.5721026	1.9761679	0.013668432	1.9922133	1.9947159	1.994707	1.6724487	1.1906601	0.045928811	-2.1355378e-06	1.6226918e-05	-2.9938474e-05	-4.8426739e-05	-0.26757305	-2.9229705e-05	2.4851642e-05	0.00025135185	-4.3822847e-05	-1.1101759	-0.19757837	-0.21531463	-0.062725704	0.042516609	0.2013444	0.00082171825	-0.026331254	5.813763e-06	2.180528e-06	-0.00021230693	3.6025327e-09	-1.0290713	-5.1981372e-05	4.1415123e-05	-0.00024427157	-0.19750149	-1.1104832	-0.062990306	-0.21383977	-0.2013674	-0.042539287	-0.026331401	0.0016525182	2.6634117e-06	-3.7198267e-05	-2.7310818e-07	1.2176055e-05	-2.6348468e-05	-1.0290725	0.00011810304	1.4665447e-05	-7.2627926e-06	2.7684315e-05	-3.1331623e-06	1.7801325e-05	-0.26779535	4.4992512e-05	2	2	0	0	-119.77609	R0:S0:1	1.1906601	-78	uncorrelated	2	ffd36c5	v2.0.4	YY	2	sharp_wc_2.0_b_50	 6.58e+02	 1.49e-04	CDMFT_Supra_AF_8b.py	2023-06-28@16:49
3bands	5.6166072	0	0	12	0	-0.53199099	-6.1642791	-7.6139615	1.1129601	-6.6003286	-1.0554459	-1.05624	-8.2255001	0	2.5	12.24	-0.055935238	-5.4719654e-06	1.4966565e-05	3.356221e-05	1.4153197e-05	0.22554224	-1.3547334e-05	-7.3521834e-06	-3.0219722e-05	5.1822955e-05	2.7718526	1.2918303	0.27809522	2.5475476	0.10308599	-0.43867223	-0.0020729683	2.504396	1.7558088e-07	-1.8310887e-05	2.1883035e-05	-6.8521953e-06	3.0735372	0.00067281448	8.1924507e-05	-0.0002429451	1.289923	2.7720626	2.5487647	0.27547159	0.43874025	-0.10292297	2.5043858	-0.0006320184	-2.473128e-05	1.2426069e-05	4.0198892e-06	-2.0896045e-05	0.0021798836	3.0735489	2.1	1	0.2	-8.8828049e-05	3.3595778e-05	1.5655095e-05	2.7359181e-06	1.0974984e-06	2.7824233e-05	0.22567571	-1.0289159e-05	8.2097731e-08	0.24513569	0.39700803	1.2696022	1.6666102	-0.55150796	-0.15738791	0.068757572	0.19722985	1.9998274	1.5723487	1.9758389	0.013703042	1.9921955	1.9947318	1.9947269	1.6716442	1.190889	0.044741606	-3.8540623e-07	-1.2078092e-05	-5.0149395e-05	-8.6693807e-06	-0.26719268	1.7905477e-05	2.6723117e-06	2.2632474e-05	5.554421e-05	-1.1097967	-0.1977046	-0.2168991	-0.063248608	0.042555464	0.20158465	0.00082835673	-0.026400595	1.1980112e-06	8.7031824e-07	-3.1126516e-05	2.3150926e-07	-1.0300062	-9.1303694e-06	4.2598742e-07	0.00032761739	-0.19765787	-1.109985	-0.063409151	-0.21600627	-0.20159972	-0.042568729	-0.026400363	0.00025181345	6.1876424e-07	-1.8191773e-05	-1.5383199e-07	2.9211923e-05	-2.7260712e-05	-1.0300086	7.0957002e-05	-1.0854569e-05	-1.3440019e-05	-3.8303233e-06	-1.7375056e-06	-3.2841541e-05	-0.26731868	3.9604266e-06	2	2	0	0	-119.59644	R0:S0:1	1.190889	-77.92	uncorrelated	2	ffd36c5	v2.0.4	YY	3	sharp_wc_2.0_b_50	 6.66e+02	 7.35e-05	CDMFT_Supra_AF_8b.py	2023-06-28@16:53
3bands	5.6163594	0	0	12	0	-0.52281492	-6.1494974	-7.6003018	1.1240608	-6.6028141	-1.065981	-1.065219	-8.1919696	0	2.5	12.23	-0.053696373	9.2660107e-07	-5.3121437e-07	9.4107759e-06	-1.1619339e-05	0.22555742	1.6813145e-05	8.3337222e-06	-6.1442338e-05	-3.5043477e-05	2.7694854	1.2782902	0.29315159	2.5552751	0.10404765	-0.43938665	0.0029279991	2.5065718	-4.0866111e-06	1.4733246e-05	-3.0177805e-05	9.5434039e-06	3.0692246	-0.00079026935	5.4507719e-05	8.5948148e-06	1.2783176	2.7694826	2.5552687	0.29320213	0.43939535	-0.10406182	2.5065766	0.00074048497	-2.6448409e-05	-1.5133733e-05	-4.598106e-06	-2.5627253e-06	-0.0030422337	3.0692238	2.1	1	0.2	1.4445891e-06	9.5822453e-06	6.1003158e-06	-1.5897744e-05	9.7911285e-06	-2.381244e-05	0.22541039	2.4198675e-05	3.9184743e-08	0.2450595	0.39701306	1.2695979	1.666611	-0.55153562	-0.15740308	0.06876426	0.19740836	1.9998396	1.5731909	1.974883	0.013735648	1.9921748	1.9947243	1.9947301	1.6710566	1.1910633	0.043079422	-3.2749897e-06	4.8074473e-07	-1.4031953e-05	6.3362436e-06	-0.26744384	-2.168426e-05	-5.9120123e-06	7.2539978e-05	1.0223177e-06	-1.108717	-0.19761494	-0.22214677	-0.064486413	0.042530043	0.20182459	-0.0011689474	-0.02648444	5.4327603e-06	-7.6784591e-07	4.2031723e-05	-1.8608507e-07	-1.0306674	1.0491039e-05	1.0412636e-05	-3.1311483e-06	-0.19761535	-1.1087139	-0.064483915	-0.22216333	-0.20183099	-0.042526927	-0.026484752	-0.00029472918	6.3957124e-07	2.0499845e-05	1.6839119e-07	3.6539693e-06	3.700931e-05	-1.0306677	-1.2029524e-06	-3.1878316e-06	-5.4787478e-06	2.4378768e-05	-6.708814e-06	3.0140511e-05	-0.26729685	-1.1043886e-05	2	2	0	0	-119.45678	R0:S0:1	1.1910633	-77.84	uncorrelated	2	ffd36c5	v2.0.4	YY	4	sharp_wc_2.0_b_50	 6.74e+02	 5.75e-05	CDMFT_Supra_AF_8b.py	2023-06-28@16:59
3bands	5.6161687	0	0	12	0	-0.52022269	-6.1372469	-7.5953806	1.1344045	-6.5998239	-1.0722613	-1.0711428	-8.1523271	0	2.5	12.22	-0.052882805	5.8611815e-06	2.5634953e-05	-4.973452e-05	6.0427795e-05	0.22489307	-2.9054046e-06	1.1640778e-05	0.00018411292	-0.00015916988	2.7689072	1.2791357	0.29338907	2.5555855	0.10415846	-0.43965736	0.0017972294	2.5074875	4.5715064e-06	-6.3824552e-05	-7.3151951e-06	1.3415318e-07	3.0634969	-0.0024323332	-3.7953328e-07	0.00017185595	1.277961	2.769046	2.5563325	0.29177356	0.43970875	-0.10406083	2.5074915	0.0023238015	-2.5660382e-05	-3.9746645e-06	-2.0990707e-05	5.4841613e-05	-0.0018996614	3.0635003	2.1	1	0.2	-5.7503232e-05	3.8943891e-05	-2.4218161e-05	-1.558526e-05	-4.3977215e-06	5.8740121e-07	0.22469249	-5.407229e-05	-4.522352e-08	0.24498741	0.39701722	1.2695955	1.6666127	-0.55155857	-0.15741335	0.068768957	0.19760904	1.9998435	1.573095	1.9748878	0.013768335	1.9921578	1.994738	1.9947455	1.6703533	1.1912662	0.042510871	1.7320787e-06	-2.0514845e-05	7.3459407e-05	-3.7405799e-05	-0.26712223	4.7068024e-06	-7.4405707e-06	-0.0002571389	-2.8537826e-05	-1.1086361	-0.19786475	-0.22222693	-0.064527518	0.042606602	0.20203338	-0.00071453329	-0.026551	-7.3690766e-06	2.0079762e-06	9.2090669e-06	1.6519467e-07	-1.0314763	3.1405031e-05	-4.5450274e-05	-0.00020057495	-0.19783532	-1.1087556	-0.06462686	-0.22167749	-0.20204765	-0.042613062	-0.026551442	-0.00092485578	1.3392706e-06	6.8397434e-06	6.4634371e-07	-7.552366e-05	2.5270173e-05	-1.0314772	4.6190525e-05	-1.1127666e-05	2.0800834e-05	2.5118291e-05	4.1424194e-06	-5.9193616e-07	-0.2669304	2.2816597e-05	2	2	0	0	-119.31372	R0:S0:1	1.1912662	-77.76	uncorrelated	2	ffd36c5	v2.0.4	YY	2	sharp_wc_2.0_b_50	 6.83e+02	 1.74e-04	CDMFT_Supra_AF_8b.py	2023-06-28@17:02
3bands	5.6159666	0	0	12	0	-0.51489236	-6.1246909	-7.5880984	1.1450622	-6.5999579	-1.0793673	-1.079595	-8.1173042	0	2.5	12.21	-0.051793701	-9.1709715e-06	1.5652208e-05	1.2631146e-06	-0.00010732934	0.22443105	2.0210771e-05	2.5377005e-05	2.1696058e-05	-1.1997884e-05	2.7681424	1.2761188	0.29492657	2.5579313	0.1043957	-0.44009904	0.0023252662	2.5091355	2.3027208e-05	0.00015011976	-0.00015363694	5.1372041e-05	3.0587571	1.9800699e-05	-2.2267728e-05	-0.00017235138	1.2765702	2.7680887	2.5576387	0.29553113	0.44010625	-0.10435634	2.5091236	-9.8194256e-06	-3.8719977e-05	-5.0371471e-05	-3.015155e-05	-9.1619458e-05	-0.0023668061	3.0587617	2.1	1	0.2	-5.7194111e-05	2.3413898e-05	5.3833562e-07	1.2144642e-05	4.8470573e-05	-1.2796346e-05	0.22441928	0.00013775971	1.2096632e-07	0.24491639	0.3970216	1.2695924	1.666614	-0.55158187	-0.15742512	0.06877422	0.19778516	1.9998489	1.5731859	1.9747055	0.013801524	1.9921398	1.9947454	1.9947469	1.6697424	1.1914416	0.041733477	8.4638912e-06	-1.3187614e-05	-1.1599215e-06	6.3170774e-05	-0.26696804	-2.6327502e-05	-1.505497e-05	-2.4591321e-05	4.3328019e-05	-1.1084725	-0.19800937	-0.22278086	-0.064890843	0.042664223	0.20226497	-0.0009272473	-0.026624794	-3.2071448e-05	-5.792843e-06	0.00020889179	-1.3261345e-06	-1.0321683	-9.3241895e-07	-3.4496034e-06	0.00024251058	-0.19802031	-1.1084268	-0.06485306	-0.22298727	-0.20226242	-0.042669078	-0.02662419	3.2640857e-06	9.0310657e-08	6.824905e-05	1.5291057e-06	0.00012326155	2.7352418e-05	-1.0321691	4.6139518e-05	-8.5244339e-06	4.289914e-07	-1.7087857e-05	-3.4733489e-05	1.6730161e-05	-0.2669346	-6.5684193e-05	2	2	0	0	-119.18278	R0:S0:1	1.1914416	-77.68	uncorrelated	2	ffd36c5	v2.0.4	YY	2	sharp_wc_2.0_b_50	 6.92e+02	 1.65e-04	CDMFT_Supra_AF_8b.py	2023-06-28@17:05
3bands	5.6157059	0	0	12	0	-0.49013948	-6.1069791	-7.5711685	1.1557135	-6.5953024	-1.0836444	-1.087065	-8.0757491	0	2.5	12.2	-0.048051764	-8.2816512e-06	2.2288247e-05	1.8897915e-05	6.5627441e-06	0.22333974	-3.797816e-05	-1.5733327e-05	-2.5622342e-05	7.4842371e-05	2.7644358	1.2565719	0.31643532	2.5684645	0.10576152	-0.44095095	-0.0075465227	2.5097176	-3.7063471e-07	6.9496061e-06	6.1305653e-05	-1.4672611e-05	3.0525879	0.0031240315	1.546873e-05	-0.00026423021	1.2598253	2.7640372	2.5664515	0.32089004	0.4408205	-0.10605367	2.5096995	-0.0029342908	-3.4581377e-05	1.1195965e-05	1.5643005e-05	-2.244365e-05	0.007855883	3.0526059	2.1	1	0.2	0.00015854343	3.7839705e-05	2.7962837e-06	9.3837057e-06	6.2457361e-06	5.2132746e-05	0.22388346	-1.1755174e-05	9.4720834e-08	0.24482791	0.39702658	1.2695888	1.6666154	-0.55161263	-0.15743958	0.068780753	0.1980246	1.999868	1.5744185	1.9733039	0.013839297	1.9921147	1.9947743	1.994755	1.6689959	1.1916813	0.038930394	4.5350398e-06	-1.8291121e-05	-2.705433e-05	-3.2794236e-06	-0.26625545	4.6556102e-05	9.10565e-06	3.2398974e-05	5.8939967e-05	-1.1069321	-0.19781215	-0.23026967	-0.066629208	0.042601866	0.20254877	0.0029969676	-0.026711938	1.5648621e-06	3.0004881e-07	-8.2604013e-05	1.9302718e-07	-1.0330109	-4.4083953e-05	5.0282773e-06	0.0003516194	-0.19789671	-1.1065914	-0.066356038	-0.2317816	-0.2025182	-0.042579121	-0.026710255	0.0011611948	8.4935457e-07	-1.6019216e-05	-5.6723519e-07	3.0845787e-05	-0.00010062152	-1.0330145	-0.00012834362	-1.1590411e-05	-1.3885121e-06	-1.3138426e-05	-6.0453464e-06	-6.704167e-05	-0.26675537	6.1461832e-06	2	2	0	0	-118.95201	R0:S0:1	1.1916813	-77.6	uncorrelated	2	ffd36c5	v2.0.4	YY	3	sharp_wc_2.0_b_50	 7.01e+02	 1.41e-04	CDMFT_Supra_AF_8b.py	2023-06-28@17:10
3bands	5.615549	0	0	12	0	-0.49750499	-6.0951176	-7.5609572	1.1650273	-6.5964327	-1.0929	-1.0956688	-8.0434791	0	2.5	12.19	-0.047746021	-1.5227955e-06	-4.7146323e-05	-3.9824975e-06	-5.2515527e-05	0.22316942	-4.6472926e-05	1.045436e-05	-0.00022442882	5.219518e-05	2.7638349	1.2555868	0.31795808	2.5689066	0.10576745	-0.44086902	-0.0071627701	2.5116112	5.3795296e-07	8.1522077e-06	-8.2147361e-05	5.2096259e-06	3.0484061	0.001960024	-0.00010479185	0.00024544921	1.258441	2.7634759	2.5671422	0.32188265	0.44075894	-0.10603751	2.5115987	-0.0018170787	4.1850342e-05	8.26273e-06	2.0195358e-05	-2.7323685e-05	0.0074133626	3.0484178	2.1	1	0.2	0.00014402401	-8.2220846e-05	-2.0351854e-06	-8.8222871e-06	-8.2990749e-06	4.4205703e-05	0.22361713	6.2722648e-05	3.394008e-08	0.24477009	0.39703001	1.2695866	1.6666166	-0.55163121	-0.15744834	0.068784717	0.19818113	1.9998694	1.5744553	1.9731968	0.013850677	1.9921018	1.9947736	1.9947575	1.6684407	1.1918388	0.038704185	1.7204939e-06	3.8301347e-05	5.4253666e-06	3.1723053e-05	-0.26631993	5.7637427e-05	-9.1192828e-06	0.00033690602	-6.4885795e-05	-1.1067595	-0.19796165	-0.23084721	-0.066801395	0.042641857	0.20259968	0.0028409957	-0.026769861	-6.8618239e-07	-8.2144478e-07	0.00010916176	1.763366e-07	-1.0336434	-2.9176021e-05	6.4258277e-05	-0.00035330083	-0.1980355	-1.1064583	-0.066560672	-0.23217949	-0.20257698	-0.042619615	-0.026768987	0.0007163628	-1.5162882e-06	-1.076671e-05	-7.3121307e-07	3.6734391e-05	-9.3949593e-05	-1.0336462	-0.00011672345	2.5162873e-05	1.4119584e-06	1.0554942e-05	6.5711126e-06	-5.8166264e-05	-0.26673467	-2.8378187e-05	2	2	0	0	-118.85434	R0:S0:1	1.1918388	-77.52	uncorrelated	2	ffd36c5	v2.0.4	YY	2	sharp_wc_2.0_b_50	 7.11e+02	 1.56e-04	CDMFT_Supra_AF_8b.py	2023-06-28@17:13
3bands	5.6154255	0	0	12	0	-0.48594511	-6.0843018	-7.5519055	1.1729428	-6.5944024	-1.098782	-1.101468	-8.012539	0	2.5	12.18	-0.046523559	-3.5940285e-05	-1.2739535e-05	0.00021917411	1.8038777e-05	0.22264879	-1.9548143e-05	-3.7973518e-05	-0.0011001501	0.00035724735	2.7635181	1.2569431	0.31794404	2.5681108	0.10595461	-0.44077233	-0.0063656198	2.5127524	-3.3926147e-05	-1.2522687e-05	6.8485342e-05	-2.354827e-05	3.0442996	0.0043191754	0.00040327708	-0.00092725697	1.2584386	2.7633361	2.5671764	0.31998924	0.44071565	-0.10607998	2.5127334	-0.0041515061	-6.5282035e-05	1.8490922e-05	3.028856e-05	-9.2949013e-05	0.0065581026	3.0442829	2.1	1	0.2	6.1264527e-05	-2.1674825e-05	0.0001093981	-1.1180121e-05	1.9239707e-06	9.7697098e-06	0.22309264	2.7803748e-06	1.5934828e-09	0.24471914	0.39703221	1.2695852	1.6666174	-0.55164637	-0.15745471	0.068787645	0.19831518	1.9998743	1.5743977	1.9732254	0.01386461	1.992091	1.994783	1.9947666	1.6679434	1.1919758	0.03783153	-3.128999e-06	1.0557526e-05	-0.00031350924	-1.2230936e-05	-0.26609175	2.3910307e-05	2.7043769e-05	0.0014300928	0.00019735437	-1.1066704	-0.19814787	-0.23088001	-0.066782769	0.042673438	0.20267028	0.0025231586	-0.026815704	4.721128e-05	6.7529847e-07	-9.0130795e-05	6.9761937e-07	-1.0342127	-5.5614432e-05	0.00023582396	0.0012015129	-0.19818628	-1.1065141	-0.066656711	-0.23157478	-0.20265629	-0.042664022	-0.026815565	0.0016437792	1.4560948e-06	-2.7122956e-05	-6.4878781e-07	0.00012211425	-8.1762164e-05	-1.0342106	-4.9759002e-05	6.5832993e-06	-9.6023878e-05	1.578054e-05	-2.376175e-06	-1.4794809e-05	-0.26651368	-1.9104874e-06	2	2	0	0	-118.70664	R0:S0:1	1.1919758	-77.44	uncorrelated	2	ffd36c5	v2.0.4	YY	1	sharp_wc_2.0_b_50	 7.22e+02	 2.73e-03	CDMFT_Supra_AF_8b.py	2023-06-28@17:16
