model	E_kin	D	M	U	Up	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	ed	ep	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tbA1_down_1	tbA1_up_1	tbA2_down_1	tbA2_up_1	tbA3_down_1	tbA3_up_1	tbA4_down_1	tbA4_up_1	tbA5_down_1	tbA5_up_1	tbA6_down_1	tbA6_up_1	tbA7_down_1	tbA7_up_1	tbA8_down_1	tbA8_up_1	tbB1_down_1	tbB1_up_1	tbB2_down_1	tbB2_up_1	tbB3_down_1	tbB3_up_1	tbB4_down_1	tbB4_up_1	tbB5_down_1	tbB5_up_1	tbB6_down_1	tbB6_up_1	tbB7_down_1	tbB7_up_1	tbB8_down_1	tbB8_up_1	tpd	tpp	tppp	trb1_1	trb2_1	trb3_1	trb4_1	trb5_1	trb6_1	trb7_1	trb8_1	ave_D	ave_M	ave_ed	ave_ep	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tbA1_down_1	ave_tbA1_up_1	ave_tbA2_down_1	ave_tbA2_up_1	ave_tbA3_down_1	ave_tbA3_up_1	ave_tbA4_down_1	ave_tbA4_up_1	ave_tbA5_down_1	ave_tbA5_up_1	ave_tbA6_down_1	ave_tbA6_up_1	ave_tbA7_down_1	ave_tbA7_up_1	ave_tbA8_down_1	ave_tbA8_up_1	ave_tbB1_down_1	ave_tbB1_up_1	ave_tbB2_down_1	ave_tbB2_up_1	ave_tbB3_down_1	ave_tbB3_up_1	ave_tbB4_down_1	ave_tbB4_up_1	ave_tbB5_down_1	ave_tbB5_up_1	ave_tbB6_down_1	ave_tbB6_up_1	ave_tbB7_down_1	ave_tbB7_up_1	ave_tbB8_down_1	ave_tbB8_up_1	ave_trb1_1	ave_trb2_1	ave_trb3_1	ave_trb4_1	ave_trb5_1	ave_trb6_1	ave_trb7_1	ave_trb8_1	ave_ep_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	6.5306608	0	0	10	0	0.064533847	-2.8528043	-4.7668892	0.34178554	-4.2743783	-0.21663726	-0.21731192	-4.3288191	0	3	11.315	-9.7661768e-06	6.875491e-05	-4.559873e-05	5.0165015e-05	-0.0049814827	0.00015828141	-0.21083458	0.0077077536	-4.0951863e-05	-0.00010193001	1.3470757	-0.59595624	2.0570827	2.4657336	0.22228965	-0.38053637	0.41265554	2.1730145	-0.019375499	0.013516449	0.0260536	0.011545444	2.3444481	0.61968808	-0.00014924971	-7.7043495e-05	-0.5958737	1.347	2.4657529	2.0571383	0.38055019	-0.22231385	2.2240929	-0.64528646	0.0099503857	-0.021134036	0.010047402	0.023298112	-0.39639019	2.2907572	2.1	1	0.2	-0.14119429	-0.00016727501	-2.2093867e-05	0.00014141995	0.0046208953	-0.21067037	-0.00015474042	0.0021842051	-0.012420595	0.072660568	0.45795175	1.2410097	1.6989615	-0.62770078	-0.2483576	0.10193547	0.45846202	0.18533473	1.8875362	1.4458814	0.10706608	1.8760007	1.351916	1.3505572	1.725171	1.4492902	9.8648911e-05	-0.0001591797	-6.2715301e-06	-2.5810002e-05	-0.021477297	-0.0014479483	2.4416881	0.1152339	-6.8013417e-05	-3.4892697e-05	-0.39653713	-0.15559465	-0.87230295	-0.61977282	0.044095428	0.3175519	-0.10806434	-0.25123364	0.12575293	-0.025468225	-0.13395546	-0.027620665	-0.60885988	-0.07148166	9.8832922e-05	8.3450057e-05	-0.15562298	-0.39644252	-0.61974977	-0.87227857	-0.31758534	-0.04403967	-0.25739592	0.16863891	-0.024934812	0.12802767	-0.026181162	-0.13120279	0.045751554	-0.59520239	1.244627	0.00011933941	1.5419774e-05	-6.8965444e-05	0.03172884	2.4410192	0.001190578	-0.0088385709	2	2	0	0	-88.649662	R0:S0:1	1.4492902	-66.52	uncorrelated	2	817c5bc	v2.2.6	YY	14	sharp_wc_2.0_b_50	self-energy/D/M	boucle2.py	2023-10-24@14:37
model	E_kin	D	M	U	Up	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	ed	ep	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tbA1_down_1	tbA1_up_1	tbA2_down_1	tbA2_up_1	tbA3_down_1	tbA3_up_1	tbA4_down_1	tbA4_up_1	tbA5_down_1	tbA5_up_1	tbA6_down_1	tbA6_up_1	tbA7_down_1	tbA7_up_1	tbA8_down_1	tbA8_up_1	tbB1_down_1	tbB1_up_1	tbB2_down_1	tbB2_up_1	tbB3_down_1	tbB3_up_1	tbB4_down_1	tbB4_up_1	tbB5_down_1	tbB5_up_1	tbB6_down_1	tbB6_up_1	tbB7_down_1	tbB7_up_1	tbB8_down_1	tbB8_up_1	tpd	tpp	tppp	trb1_1	trb2_1	trb3_1	trb4_1	trb5_1	trb6_1	trb7_1	trb8_1	ave_D	ave_M	ave_ed	ave_ep	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tbA1_down_1	ave_tbA1_up_1	ave_tbA2_down_1	ave_tbA2_up_1	ave_tbA3_down_1	ave_tbA3_up_1	ave_tbA4_down_1	ave_tbA4_up_1	ave_tbA5_down_1	ave_tbA5_up_1	ave_tbA6_down_1	ave_tbA6_up_1	ave_tbA7_down_1	ave_tbA7_up_1	ave_tbA8_down_1	ave_tbA8_up_1	ave_tbB1_down_1	ave_tbB1_up_1	ave_tbB2_down_1	ave_tbB2_up_1	ave_tbB3_down_1	ave_tbB3_up_1	ave_tbB4_down_1	ave_tbB4_up_1	ave_tbB5_down_1	ave_tbB5_up_1	ave_tbB6_down_1	ave_tbB6_up_1	ave_tbB7_down_1	ave_tbB7_up_1	ave_tbB8_down_1	ave_tbB8_up_1	ave_trb1_1	ave_trb2_1	ave_trb3_1	ave_trb4_1	ave_trb5_1	ave_trb6_1	ave_trb7_1	ave_trb8_1	ave_ep_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	6.5309964	0	0	10	0	0.06435661	-2.8525162	-4.7668053	0.34176407	-4.2748582	-0.21651212	-0.21713054	-4.3287582	0	3	11.315	-9.1437806e-06	0.00010477878	-3.9398913e-05	6.1014592e-05	-0.0049793022	0.00015490455	-0.21081772	0.0077018862	-4.3346354e-05	-8.5254712e-05	1.3471675	-0.59573214	2.0567866	2.4658967	0.22235289	-0.38047675	0.41446592	2.1731367	-0.019371391	0.013517391	0.026014639	0.011537213	2.3440233	0.62005092	-0.00014242435	-7.5649909e-05	-0.59560939	1.3470664	2.4659332	2.0568763	0.38050572	-0.22238774	2.2240097	-0.64565444	0.0099553138	-0.021130508	0.010054736	0.02329939	-0.39814284	2.2905609	2.1	1	0.2	-0.14117599	-0.00014678039	-4.3961206e-05	0.00012502169	0.0046199978	-0.21067029	-0.00015932145	0.0021746676	-0.01240599	0.072517624	0.45797835	1.2410153	1.6989937	-0.62765533	-0.24835661	0.1019286	0.4584881	0.18561336	1.8875876	1.4458808	0.10716043	1.8758382	1.3518025	1.3503678	1.7253442	1.4493159	9.4696652e-05	-0.00018881854	-6.2335569e-06	-4.8174037e-05	-0.021452076	-0.0014292961	2.4422833	0.11481083	-6.3194693e-05	-5.6489382e-05	-0.39634819	-0.15561349	-0.87200771	-0.62005625	0.043907042	0.31743965	-0.10848639	-0.25154494	0.12546298	-0.025497987	-0.13361932	-0.027618668	-0.60843593	-0.071623518	9.4857709e-05	9.5861691e-05	-0.15565306	-0.3962348	-0.62002879	-0.87199288	-0.31749697	-0.043834057	-0.25768472	0.16862495	-0.024940418	0.12770795	-0.026203693	-0.13090602	0.045994839	-0.59485303	1.2451272	9.8726691e-05	4.31772e-05	-6.515479e-05	0.031636678	2.4415509	0.0012017439	-0.0088466836	2	2	0	0	-88.649168	R0:S0:1	1.4493159	-66.52	uncorrelated	2	817c5bc	v2.2.6	YY	13	sharp_wc_2.0_b_50	self-energy/D/M	boucle2.py	2023-10-24@14:40
2x2_2C_8b_C2v_L	6.502876	0	0	10	0	0.077450609	-2.8820457	-4.8108679	0.35395818	-4.3101947	-0.23451138	-0.23541903	-4.3762932	0	3	11.305	-1.9207275e-05	0.00011335361	-3.9369957e-05	7.2954257e-05	-0.006100273	0.00020360349	-0.21430975	0.0092566029	-4.8534303e-05	-0.00014967588	1.3856186	-0.56361626	2.0415516	2.4863257	0.21804367	-0.38981845	0.41365055	2.1764897	-0.023462683	0.016171001	0.031796702	0.013870294	2.3651186	0.62359771	-0.00022948639	-9.7117221e-05	-0.56343026	1.3854645	2.4863854	2.0417003	0.38985255	-0.21809565	2.2285969	-0.6521194	0.01186095	-0.025680872	0.011989508	0.028205598	-0.39574189	2.3100407	2.1	1	0.2	-0.14262203	-0.00019620975	-4.5131357e-05	0.00018409989	0.0054756588	-0.21411352	-0.00019810319	0.0028091695	-0.015663361	0.081712557	0.45585767	1.2404966	1.6963542	-0.63130274	-0.24863008	0.10250754	0.45412874	0.16397491	1.8715564	1.4575697	0.10053826	1.8851615	1.374097	1.3713999	1.7154805	1.4448506	0.00017882193	-0.00022590252	-5.9243687e-05	-6.4625279e-05	-0.033211089	-0.0020176561	2.3824249	0.17101171	-0.00012556375	-1.9231367e-05	-0.43476038	-0.17007981	-0.87911781	-0.5977897	0.06048748	0.32757743	-0.11201059	-0.23100143	0.17199906	-0.029827139	-0.18261322	-0.032258761	-0.63367367	-0.066255676	0.00018522813	9.1686684e-05	-0.17013679	-0.43457652	-0.59773539	-0.87909645	-0.32764249	-0.060392095	-0.23693997	0.17584088	-0.029258218	0.17506336	-0.030562121	-0.17878353	0.04195831	-0.61949912	1.2048475	0.00015158034	3.4719522e-05	-6.7755349e-05	0.043215853	2.3807863	0.0016917022	-0.011118448	2	2	0	0	-89.001444	R0:S0:1	1.4448506	-66.44	uncorrelated	2	817c5bc	v2.2.6	YY	28	sharp_wc_2.0_b_50	self-energy/D/M	boucle2.py	2023-10-24@16:04
2x2_2C_8b_C2v_L	6.5547944	0	0	10	0	0.056321543	-2.8355078	-4.7350075	0.33146832	-4.2433542	-0.20028121	-0.20073593	-4.2884973	0	3	11.325	-2.5219191e-06	7.1628313e-05	-7.3152216e-06	3.611177e-05	-0.0031687306	0.00012950813	-0.20749297	0.0050360024	-2.228329e-05	-3.9093671e-05	1.3129474	-0.62647997	2.0722312	2.4478948	0.22663264	-0.37206726	0.4014148	2.1726586	-0.012666415	0.0089808252	0.016863284	0.0076619468	2.3283329	0.6067253	-7.2381247e-05	-4.5946932e-05	-0.62635018	1.3128287	2.4479478	2.0723435	0.37208347	-0.22665529	2.221892	-0.62933083	0.0066911983	-0.013751345	0.0067386297	0.015216773	-0.38699711	2.2768347	2.1	1	0.2	-0.14077771	-4.0647689e-05	-3.5245367e-05	5.0268714e-05	0.0030836151	-0.20734283	-0.00013085873	0.0013388685	-0.0082382391	0.06444444	0.45969464	1.2414537	1.7011483	-0.62458607	-0.24808364	0.1014237	0.46164113	0.20712608	1.9016108	1.4366586	0.1138363	1.8674806	1.3355708	1.3353372	1.7322939	1.4525622	3.7460209e-05	-0.00012106097	-1.1597404e-05	-2.4417726e-05	-0.010980173	-0.00097604109	2.4835766	0.062960431	-3.8127793e-05	-4.5909729e-05	-0.36143403	-0.14078263	-0.8644881	-0.63891547	0.026686046	0.30711948	-0.10228636	-0.2705664	0.074515204	-0.017481386	-0.079547272	-0.018924951	-0.58947382	-0.075224903	4.8353108e-05	6.8038974e-05	-0.14082998	-0.36134448	-0.63890309	-0.86449742	-0.30716211	-0.026638536	-0.27679035	0.1603557	-0.017075243	0.075836832	-0.018007951	-0.07798357	0.048081063	-0.57651207	1.2835466	1.9729174e-05	4.0803658e-05	-2.6062093e-05	0.018912926	2.483465	0.00085601272	-0.0055194872	2	2	0	0	-88.379235	R0:S0:1	1.4525622	-66.6	uncorrelated	2	817c5bc	v2.2.6	YY	40	sharp_wc_2.0_b_50	self-energy/D/M	boucle2.py	2023-10-24@16:11
2x2_2C_8b_C2v_L	6.4717042	0	0	10	0	0.10002365	-2.9320481	-4.8760696	0.37015754	-4.3511468	-0.25442883	-0.25545466	-4.4348819	0	3	11.295	-2.5315034e-05	0.00012690791	-6.1458121e-05	8.7389713e-05	-0.0064778254	0.00028877319	-0.21799402	0.0099792554	-4.589806e-05	-0.00022965304	1.4312286	-0.52863186	2.0264728	2.5117391	0.21395742	-0.40089574	0.45034404	2.1890991	-0.025546647	0.01740226	0.034657486	0.015045098	2.3835695	0.59475487	-0.00033341335	-0.000156667	-0.52841987	1.4310723	2.5117821	2.0266182	0.4009423	-0.21401884	2.2270121	-0.62490411	0.012888743	-0.027905257	0.012903512	0.030782758	-0.42885849	2.3432127	2.1	1	0.2	-0.14625209	-0.00027051898	-5.3335496e-05	0.00024885946	0.005841266	-0.21779574	-0.0002741139	0.0030564763	-0.01852459	0.092412165	0.45330939	1.2399167	1.6932261	-0.63539362	-0.24882254	0.10316897	0.44779496	0.14294071	1.8531124	1.4729585	0.093691341	1.8953341	1.4057796	1.401487	1.7013196	1.438383	0.00022565582	-0.00026708295	-9.1794346e-05	-9.0283322e-05	-0.048492319	-0.0027172475	2.2938216	0.23671339	-0.00021542	4.2007844e-06	-0.47764828	-0.18425987	-0.88499515	-0.57095876	0.075627987	0.33684796	-0.1276052	-0.20918506	0.22000881	-0.032048138	-0.23233011	-0.034287366	-0.6658107	-0.057180823	0.00029306238	0.00013561905	-0.18431222	-0.47742763	-0.57087085	-0.88496954	-0.33691945	-0.075534054	-0.21332853	0.17582033	-0.031431337	0.22352373	-0.032640386	-0.22779644	0.040900596	-0.65542184	1.1658174	0.00022338265	3.7158927e-05	-8.7527493e-05	0.051114787	2.2908012	0.0023542864	-0.013276537	2	2	0	0	-89.483553	R0:S0:1	1.438383	-66.36	uncorrelated	2	817c5bc	v2.2.6	YY	34	sharp_wc_2.0_b_50	self-energy/D/M	boucle2.py	2023-10-24@17:32
2x2_2C_8b_C2v_L	6.4314354	0	0	10	0	0.14875135	-3.0426049	-4.9900492	0.39849511	-4.4139157	-0.28146033	-0.28336849	-4.539858	0	3	11.285	-3.5259135e-05	0.00013528705	-7.0019133e-05	8.9231751e-05	-0.0059370226	0.0004865188	-0.22342222	0.0090185329	-5.904052e-05	-0.00040973086	1.5051154	-0.47727113	2.0042937	2.5514988	0.20894406	-0.41870224	0.40796238	2.1848513	-0.025015491	0.017019766	0.03348039	0.015227946	2.4333349	0.63350875	-0.00055961507	-0.00021751937	-0.47717232	1.5050497	2.5515009	2.0043301	0.41872816	-0.20897872	2.2404615	-0.66935442	0.013161644	-0.027423192	0.013135551	0.029618972	-0.38621017	2.3732299	2.1	1	0.2	-0.15329352	-0.00038480367	-6.3617981e-05	0.00036694404	0.0053811567	-0.22286382	-0.00047257728	0.0028840552	-0.02140041	0.10859394	0.44952951	1.2391498	1.6886793	-0.64076595	-0.24883877	0.10404823	0.43544646	0.11761728	1.8254776	1.4984365	0.084817454	1.9086817	1.4661084	1.4616498	1.6752013	1.4258055	0.00026301817	-0.00028770093	-0.00020902435	-9.8374753e-05	-0.071444169	-0.0039305222	2.1170605	0.33724268	-0.0003216837	0.00013106069	-0.54031506	-0.20155203	-0.89041355	-0.5287757	0.091137035	0.34588278	-0.12486786	-0.17596394	0.28329851	-0.032531546	-0.29593905	-0.033978146	-0.72996961	-0.051438855	0.00049457417	0.00010330232	-0.20156966	-0.54016245	-0.52869287	-0.89036694	-0.34591926	-0.091093398	-0.18100364	0.20365327	-0.031992158	0.28744105	-0.032708779	-0.29045709	0.031213824	-0.71297461	1.1129699	0.00034922342	3.8795936e-05	-0.00012359979	0.070280685	2.1128033	0.0035638914	-0.012486249	2	2	0	0	-90.369025	R0:S0:1	1.4258055	-66.28	uncorrelated	2	817c5bc	v2.2.6	YY	29	sharp_wc_2.0_b_50	self-energy/D/M	boucle2.py	2023-10-24@18:39
2x2_2C_8b_C2v_L	6.3270969	0	0	10	0	0.15657889	-4.3003361	-5.7664631	0.64420439	-4.8767336	-0.40785166	-0.40844443	-5.9679911	0	3	11.275	-4.5173666e-06	-4.5262293e-06	6.9189865e-06	-3.8787731e-06	2.4757934e-05	-4.7300416e-05	-0.26139046	5.3312511e-06	0.09918469	0.16524222	2.5082648	0.76039725	0.84923424	2.6603817	0.14535939	-0.51252191	-0.012806159	2.3166376	-9.1793053e-06	4.7453743e-06	-9.2378654e-08	4.3937173e-06	2.8929935	-0.00034447038	0.16531335	0.099208149	0.7608309	2.50813	2.6602005	0.84978811	0.51246882	-0.14537232	2.316617	0.0004217625	2.7456191e-05	-1.1691659e-05	2.4907695e-06	2.7458872e-05	0.012625082	2.8930263	2.1	1	0.2	-4.2812145e-06	1.0718439e-05	-3.0923995e-06	-2.473034e-06	9.5874245e-06	-0.26117244	5.1357924e-05	-1.8423881e-05	-1.7660573e-05	0.19706096	0.43064751	1.2365102	1.6671577	-0.65486666	-0.24646592	0.10593878	0.30573151	0.003709466	1.4248866	1.8669676	0.034984293	1.9849514	1.9807125	1.9806734	1.4705628	1.293831	3.1565659e-05	7.8012109e-06	-6.4530231e-06	6.4529419e-06	-1.7773126e-05	0.00015822453	0.49332345	0.00030742544	0.015307559	-0.097854663	-1.1512965	-0.31644805	-0.51612985	-0.18338492	0.079900748	0.3047896	0.0064552172	-0.039061154	0.00023588676	-9.4568e-06	-0.00020783812	-1.103882e-05	-1.2244329	1.7363785e-05	-0.097914146	0.015281463	-0.31648019	-1.1511965	-0.18332408	-0.51633648	-0.3047551	-0.079911617	-0.039060777	-0.00020070126	-1.3397102e-05	0.00024268394	-8.7513324e-06	-0.00028993606	-0.00020940091	-1.2244482	2.8515115e-05	-3.9157204e-06	4.4296461e-06	3.2529034e-06	1.934418e-05	0.49283087	-0.00016335721	1.4934783e-05	2	2	0	0	-99.016917	R0:S0:1	1.293831	-66.2	uncorrelated	2	817c5bc	v2.2.6	YY	23	sharp_wc_2.0_b_50	self-energy/D/M	boucle2.py	2023-10-24@19:35
2x2_2C_8b_C2v_L	6.3175025	0	0	10	0	0.17012833	-4.2862437	-5.7627071	0.6594145	-4.8845634	-0.41845543	-0.41837867	-5.9484871	0	3	11.265	-6.3709618e-06	2.4697664e-06	-2.8819523e-06	-2.2344897e-06	1.6229491e-07	6.2104762e-05	-0.26186052	4.7164503e-06	-0.1022079	0.16993197	2.5042445	0.75286756	0.86032541	2.6650041	0.14383781	-0.51236391	0.0082106398	2.3207568	2.9191796e-06	-5.5588687e-06	3.0929571e-05	9.4611209e-06	2.8908438	0.0081349459	-0.16994319	0.10232048	0.75175854	2.5046089	2.6654115	0.85887965	0.51235672	-0.14368505	2.3207639	-0.0083302232	-1.4633351e-06	-9.3911785e-06	-5.3418279e-06	-7.4424436e-06	-0.0080499174	2.8908443	2.1	1	0.2	-2.2741723e-06	5.6042591e-07	-4.5060753e-06	1.7144078e-07	-2.4423354e-06	-0.26188382	-6.1291505e-05	1.1768798e-05	-3.5874984e-06	0.19761036	0.43002578	1.2363424	1.6663681	-0.65615335	-0.24652244	0.10625756	0.30585202	0.0039119685	1.4264797	1.8652819	0.034987793	1.9849232	1.9806024	1.9806042	1.4699359	1.2939216	3.8950686e-05	-5.1735747e-06	1.2810307e-06	3.7114635e-06	-6.0322891e-06	-0.00020348184	0.49444968	0.00011946386	-0.015628018	-0.10047672	-1.1493524	-0.31622776	-0.51996831	-0.1845571	0.080159302	0.30474766	-0.0041148363	-0.039186446	7.4487601e-05	-6.1138484e-06	-0.00017196672	-1.6280549e-06	-1.2248103	-0.00014057246	0.10051953	0.015586874	-0.31614383	-1.149613	-0.18470618	-0.51943216	-0.30471301	-0.080198879	-0.039188161	0.0041788669	-2.7312441e-06	0.00010941256	-5.1361487e-06	-6.2835852e-05	0.00014347424	-1.22481	1.5408993e-05	1.2023661e-06	4.2550456e-06	3.3243339e-06	1.5868936e-05	0.49447401	0.00019275306	-1.602073e-05	2	2	0	0	-98.959958	R0:S0:1	1.2939216	-66.12	uncorrelated	2	817c5bc	v2.2.6	YY	15	sharp_wc_2.0_b_50	self-energy/D/M	boucle2.py	2023-10-24@20:11
2x2_2C_8b_C2v_L	6.3171196	0	0	10	0	0.18363593	-4.2789368	-5.759849	0.66872962	-4.8923699	-0.42923088	-0.42942259	-5.9285098	0	3	11.255	-2.4436399e-06	-1.5468577e-06	8.2131742e-06	2.0100864e-06	-4.5917697e-06	-3.4860841e-05	-0.26248371	7.2061776e-07	0.10610303	0.17188477	2.5082479	0.76328522	0.84736294	2.6627257	0.14078436	-0.51173357	-0.006512419	2.3249259	1.8337593e-06	-5.9801933e-06	1.3388913e-05	3.3414227e-06	2.8886266	-0.0021729942	0.17186087	0.1061513	0.76198364	2.5086631	2.663227	0.84568729	0.51175136	-0.14067021	2.3249256	0.0022504542	-1.9489902e-06	-8.6473237e-06	-3.4634469e-06	-7.4673773e-06	0.0063815468	2.888634	2.1	1	0.2	-4.5515895e-07	1.1747814e-05	3.2025993e-06	-6.3466482e-07	-3.9096516e-06	-0.26241329	3.2720775e-05	1.4506911e-05	-1.2857768e-06	0.19754266	0.43003586	1.2363324	1.6663682	-0.65618572	-0.24655488	0.10627084	0.30598342	0.0039342795	1.4241026	1.8675174	0.035106454	1.9849097	1.9805257	1.9805131	1.4693053	1.2940408	1.6634085e-05	1.6029571e-06	-9.3104302e-06	-3.1358203e-06	6.9045223e-07	0.00010221324	0.49584891	5.1472373e-05	0.014927822	-0.10079659	-1.1515175	-0.31721027	-0.51491416	-0.18333901	0.080956664	0.30514957	0.0032567969	-0.03928593	2.646509e-05	-2.4284162e-06	-7.1659448e-05	-6.3839132e-07	-1.2252007	4.0521865e-05	-0.10079565	0.014915935	-0.31711324	-1.1518174	-0.18351483	-0.51429118	-0.30514228	-0.080978871	-0.039287374	-0.0011220905	-1.5246821e-07	5.6485678e-05	-2.6071107e-06	-1.0227218e-05	-0.00010939544	-1.2252041	5.1243913e-06	-3.4721711e-06	-3.8492865e-06	3.0897233e-06	8.820421e-06	0.4956921	-0.00010920012	-1.2514536e-05	2	2	0	0	-98.918716	R0:S0:1	1.2940408	-66.04	uncorrelated	2	817c5bc	v2.2.6	YY	6	sharp_wc_2.0_b_50	self-energy/D/M	boucle2.py	2023-10-24@20:22
