model	E_kin	D	M	U	Up	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	ed	ep	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tbA1_down_1	tbA1_up_1	tbA2_down_1	tbA2_up_1	tbA3_down_1	tbA3_up_1	tbA4_down_1	tbA4_up_1	tbA5_down_1	tbA5_up_1	tbA6_down_1	tbA6_up_1	tbA7_down_1	tbA7_up_1	tbA8_down_1	tbA8_up_1	tbB1_down_1	tbB1_up_1	tbB2_down_1	tbB2_up_1	tbB3_down_1	tbB3_up_1	tbB4_down_1	tbB4_up_1	tbB5_down_1	tbB5_up_1	tbB6_down_1	tbB6_up_1	tbB7_down_1	tbB7_up_1	tbB8_down_1	tbB8_up_1	tpd	tpp	tppp	trb1_1	trb2_1	trb3_1	trb4_1	trb5_1	trb6_1	trb7_1	trb8_1	ave_D	ave_M	ave_ed	ave_ep	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tbA1_down_1	ave_tbA1_up_1	ave_tbA2_down_1	ave_tbA2_up_1	ave_tbA3_down_1	ave_tbA3_up_1	ave_tbA4_down_1	ave_tbA4_up_1	ave_tbA5_down_1	ave_tbA5_up_1	ave_tbA6_down_1	ave_tbA6_up_1	ave_tbA7_down_1	ave_tbA7_up_1	ave_tbA8_down_1	ave_tbA8_up_1	ave_tbB1_down_1	ave_tbB1_up_1	ave_tbB2_down_1	ave_tbB2_up_1	ave_tbB3_down_1	ave_tbB3_up_1	ave_tbB4_down_1	ave_tbB4_up_1	ave_tbB5_down_1	ave_tbB5_up_1	ave_tbB6_down_1	ave_tbB6_up_1	ave_tbB7_down_1	ave_tbB7_up_1	ave_tbB8_down_1	ave_tbB8_up_1	ave_trb1_1	ave_trb2_1	ave_trb3_1	ave_trb4_1	ave_trb5_1	ave_trb6_1	ave_trb7_1	ave_trb8_1	ave_ep_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	5.6206819	0	0	7.5	0	-0.09734541	-2.6957882	-4.0366617	0.20373628	-3.2802939	-0.01937531	-0.019375016	-3.2802893	0	2.5	10.6372	-2.6812208e-06	5.3266261e-06	-9.6397395e-06	-5.1331443e-07	-1.3434432e-05	4.2952933e-08	-0.15416942	4.34487e-06	-0.22099293	0.22105372	1.0044118	-1.0026194	2.1820947	2.1832702	0.29244577	-0.29248573	-0.13419458	2.1014936	-2.2372981e-05	2.7115896e-05	2.4271031e-05	2.6925808e-05	2.0972989	-0.021038787	-0.22102124	0.22095589	-1.0036438	1.005445	2.1825908	2.1814142	0.29245318	-0.29241371	2.097306	0.021042246	3.0525364e-05	-2.8649074e-05	2.1530664e-05	1.6194078e-05	0.13419609	2.1014836	2.1	1	0.2	1.1543616e-06	-2.2636233e-05	-5.5643193e-06	7.9486306e-06	2.5310899e-06	-0.15417057	-7.125873e-07	1.743125e-05	-1.2800992e-08	-2.7371611e-06	0.55159624	1.2510765	1.8026728	-0.48433674	-0.25799236	0.10484432	0.73244102	1.1730254	1.9971391	1.3548823	0.30684231	1.9011343	1.7729321	1.7729323	1.9011451	1.727924	5.4379216e-06	-6.4903842e-06	1.3671663e-05	-1.4806506e-06	2.5944212e-05	2.9800857e-06	1.848549	-1.0391882e-05	0.54962867	-0.54965444	-0.0066394699	0.0058567099	-0.71287698	-0.71293293	-0.31989397	0.31993996	0.010506382	-0.16453629	5.559004e-05	-6.7452282e-05	-6.0400112e-05	-6.6206166e-05	-0.16418876	0.0016465679	0.54965637	-0.54962756	0.0063120042	-0.0070947975	-0.71291111	-0.71285767	-0.31990347	0.31985821	-0.16420909	-0.0016480309	-7.709776e-05	6.9681548e-05	-5.2477742e-05	-4.0900308e-05	-0.010506066	-0.16452227	-1.2128856e-05	2.731962e-05	6.5542863e-06	-5.0313335e-06	1.3214562e-06	1.8485509	1.1331747e-05	-3.534193e-05	2	2	0	0	-84.056264	R0:S0:1	1.727924	-65.0976	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	0	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@09:00
2x2_2C_8b_C2v_L	5.6394467	0	0	7.5	0	-0.099189079	-2.7031199	-4.0443883	0.20251743	-3.2833423	-0.018028219	-0.018017575	-3.2834125	0	2.5	10.6472	2.3049717e-06	-8.606663e-07	1.3363924e-05	-6.1303243e-06	7.6872922e-06	-2.0405543e-06	-0.1536333	1.0802515e-05	-0.22188759	0.22193614	1.0049385	-1.0031148	2.1827075	2.183898	0.29179418	-0.29183512	-0.13308959	2.1013582	-2.0931153e-05	3.1584912e-05	2.6563472e-05	4.035684e-05	2.0972567	-0.0205423	-0.22187862	0.22182288	-1.004769	1.0065797	2.182822	2.1816283	0.29179374	-0.2917499	2.0972396	0.020535548	9.2543824e-06	1.0219248e-05	6.4966768e-05	5.5182682e-05	0.13308297	2.1013746	2.1	1	0.2	-2.1405513e-06	2.2457819e-05	-1.9615369e-06	-5.1436629e-06	5.7676103e-06	-0.15363654	-2.4128266e-07	-7.5271735e-06	2.1572271e-08	-2.0805456e-06	0.5522045	1.2514671	1.8036716	-0.48222385	-0.25709425	0.10456079	0.73380056	1.1712495	1.9971901	1.3565991	0.30510825	1.9025836	1.7763186	1.7763244	1.9025944	1.7293296	-4.6093318e-06	-9.9704333e-07	-1.732016e-05	3.7590208e-06	-2.0446929e-05	1.5869683e-05	1.8371942	-3.5859956e-05	0.55144626	-0.55146244	-0.0064026542	0.0056097401	-0.71128742	-0.71134018	-0.31999216	0.32004629	0.010271265	-0.16217911	4.7632548e-05	-8.1693118e-05	-6.5265855e-05	-9.9335309e-05	-0.1618417	0.0015880285	0.55145906	-0.55143931	0.0063381853	-0.007130953	-0.71130684	-0.71125911	-0.3200054	0.31994814	-0.16186262	-0.00158217	-1.7425596e-05	-1.9515884e-05	-0.00016614367	-0.00013449617	-0.010270227	-0.1621684	2.3780888e-05	-2.7694118e-05	-1.5497088e-06	4.4968241e-06	-1.1341292e-05	1.837216	5.0685307e-06	1.1040846e-05	2	2	0	0	-84.160255	R0:S0:1	1.7293296	-65.1776	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	1	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@09:08
2x2_2C_8b_C2v_L	5.658047	0	0	7.5	0	-0.1007057	-2.7089398	-4.0505284	0.200914	-3.2865934	-0.016836812	-0.016832703	-3.2865199	0	2.5	10.6572	3.8196553e-06	7.2463576e-06	-1.188906e-05	5.0053742e-06	-1.1066132e-05	-6.515006e-07	-0.15304405	1.1697382e-05	-0.22249803	0.2225009	1.0049169	-1.0040917	2.1830873	2.1836362	0.29106746	-0.29106962	-0.13234201	2.1013121	-0.00011729502	3.8935168e-05	-1.8737113e-05	-0.00010598163	2.0972055	-0.018758612	-0.22240112	0.22240308	-1.0059376	1.0067462	2.1824589	2.1818942	0.29101875	-0.29101553	2.0972282	0.018752615	-0.00013863003	4.9208157e-05	6.9496504e-05	0.00015539565	0.13233646	2.1012898	2.1	1	0.2	-7.2050558e-06	-1.3021044e-05	-1.2090001e-06	-5.1891748e-06	3.5514367e-07	-0.15304672	9.5465872e-07	-2.8307613e-05	5.9180926e-08	-9.0672271e-07	0.5528048	1.2518547	1.8046595	-0.48013231	-0.25619873	0.10427725	0.73521798	1.1685749	1.9972416	1.3581982	0.30425673	1.9040834	1.7798067	1.7798135	1.9040841	1.7307955	-7.7100033e-06	-8.4410132e-06	9.6791743e-06	-2.0535589e-06	3.177766e-05	-2.1846551e-06	1.8253749	-3.6011081e-05	0.55298899	-0.55300331	-0.006037713	0.0056808778	-0.70972486	-0.70973717	-0.3204622	0.3204842	0.010061479	-0.15974306	0.00030194736	-9.097557e-05	5.0195719e-05	0.00026093463	-0.1594332	0.0014294771	0.55298163	-0.5529773	0.006489012	-0.0068456673	-0.70970788	-0.70967881	-0.32044633	0.32043285	-0.15944307	-0.0014222044	0.00034376004	-0.00012890704	-0.00017027815	-0.00038971089	-0.010060352	-0.15974749	8.3398469e-05	1.9219604e-05	3.4233553e-06	2.2265071e-06	-6.5707632e-06	1.8254	-1.6306132e-05	6.4456011e-05	2	2	0	0	-84.25767	R0:S0:1	1.7307955	-65.2576	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@09:19
2x2_2C_8b_C2v_L	5.6765798	0	0	7.5	0	-0.10209791	-2.7162468	-4.0556953	0.19867828	-3.2887385	-0.015734871	-0.015738345	-3.2888932	0	2.5	10.6672	-4.5652308e-06	-2.0448503e-06	4.7294776e-07	1.4207532e-06	3.0440625e-06	2.8828106e-06	-0.1523446	-1.107175e-05	-0.2228615	0.22294237	1.0074887	-1.0050315	2.181831	2.1834532	0.29011921	-0.2901751	-0.13241408	2.1011006	-3.390534e-05	-2.9289388e-05	-3.8038415e-05	-9.9852392e-05	2.0970656	-0.020928268	-0.22293282	0.22284021	-1.005098	1.0075659	2.1834017	2.1817877	0.29017162	-0.29011959	2.0970446	0.02092942	2.2181343e-05	-7.4073946e-05	-0.00014892247	-9.666559e-05	0.13242014	2.1011539	2.1	1	0.2	1.1183401e-06	-1.3326796e-05	3.204734e-06	3.7184635e-06	-1.6459906e-06	-0.15233858	3.5453885e-06	3.7284951e-06	3.0919827e-08	-3.3717985e-06	0.55340146	1.2522409	1.8056423	-0.47804949	-0.25530366	0.10399353	0.73665038	1.1654938	1.9972924	1.3596288	0.30400026	1.9055543	1.7833307	1.7833194	1.9055726	1.7322771	9.1539962e-06	2.6842698e-06	-2.8520395e-06	3.1727665e-07	-4.0188755e-06	-2.4227799e-05	1.8131541	3.4962804e-05	0.55426933	-0.55430524	-0.0066745476	0.0056115295	-0.70818963	-0.70826956	-0.32105077	0.32111404	0.009909351	-0.15731311	7.502034e-05	7.2707734e-05	0.00010614871	0.00025191457	-0.15699148	0.0015637459	0.55430065	-0.55425468	0.005639837	-0.0067028416	-0.70826009	-0.70818646	-0.32111818	0.32105854	-0.15702669	-0.0015700051	-5.3614874e-05	0.00019984562	0.00037730789	0.00023294686	-0.009919112	-0.15729621	-1.0498379e-05	1.9240052e-05	-3.3067741e-06	3.4890154e-06	-6.219514e-06	1.8131114	-2.9052115e-05	-8.3104032e-06	2	2	0	0	-84.352313	R0:S0:1	1.7322771	-65.3376	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	1	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@09:28
2x2_2C_8b_C2v_L	5.6947274	0	0	7.5	0	-0.10276207	-2.7225263	-4.0589725	0.19665161	-3.2907161	-0.015097779	-0.015094126	-3.2909082	0	2.5	10.6772	-6.7680263e-08	2.5517974e-05	7.7262577e-06	2.6332796e-06	3.5967617e-06	-8.523313e-07	-0.15175018	-9.6582881e-06	-0.22295318	0.22300157	1.0069147	-1.0051729	2.1819987	2.1831404	0.28925493	-0.28928445	-0.13295467	2.1008377	-2.5171762e-05	4.2608276e-05	-0.00011447702	-9.617045e-05	2.0967686	-0.018695533	-0.22292011	0.22287299	-1.0069992	1.0087367	2.181961	2.1808115	0.2892343	-0.28920065	2.0967217	0.018694507	-2.8744645e-05	4.7217823e-05	-2.2261512e-05	-4.2069051e-05	0.13295832	2.1009035	2.1	1	0.2	5.0929062e-06	1.0202212e-05	-1.6531537e-05	-3.8804819e-07	-6.3245211e-06	-0.15174877	1.394904e-06	-1.5443723e-05	-1.7708895e-08	-2.3470606e-06	0.55398403	1.2526196	1.8066036	-0.47601263	-0.25442273	0.1037135	0.73815172	1.1610552	1.997345	1.361077	0.304741	1.9070451	1.7868218	1.7868174	1.9070569	1.7338298	7.068135e-08	-3.2716905e-05	-9.0328018e-06	-3.4065489e-06	-7.649486e-06	1.1614855e-06	1.8009295	2.1945235e-05	0.55534899	-0.55537371	-0.006024518	0.0052713823	-0.7065888	-0.70663378	-0.32224238	0.32228349	0.0097983957	-0.15487935	6.3619089e-05	-0.00010856955	0.00029106393	0.0002406401	-0.15456249	0.0013781521	0.55536235	-0.5553418	0.0060704449	-0.0068234689	-0.70660094	-0.70655106	-0.32223988	0.3221969	-0.15458831	-0.0013782571	7.2662029e-05	-0.00011878086	5.8425715e-05	0.00010399892	-0.0098051352	-0.15487474	-5.8098675e-05	-1.2665879e-05	1.8879962e-05	2.0022141e-06	2.2762322e-05	1.8009132	-1.5225202e-05	2.9714371e-05	2	2	0	0	-84.440173	R0:S0:1	1.7338298	-65.4176	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@09:40
2x2_2C_8b_C2v_L	5.7130693	0	0	7.5	0	-0.10311646	-2.7287013	-4.0609616	0.1942634	-3.2922792	-0.014688277	-0.014685084	-3.2924943	0	2.5	10.6872	6.7624174e-06	-4.8160963e-05	-1.618615e-05	-9.4541933e-06	-1.7843526e-05	1.4662778e-07	-0.15113397	7.1762321e-06	-0.222841	0.22288842	1.0082326	-1.0065702	2.1807281	2.1818154	0.28819532	-0.28821096	-0.12895848	2.1006664	-9.1595296e-05	-1.8504875e-05	9.1857241e-05	-1.9431684e-05	2.0968479	-0.018931472	-0.22287954	0.22282509	-1.0070547	1.0087089	2.1814998	2.1804245	0.28819331	-0.28818708	2.0967905	0.018919462	-0.000109442	-4.8099059e-06	7.1585112e-05	0.0001788483	0.12896263	2.1007266	2.1	1	0.2	-1.1090631e-05	-2.647618e-05	2.7188384e-05	8.9046879e-06	-3.8428984e-06	-0.15113133	-1.5397214e-07	6.5986162e-06	-2.3172005e-08	-1.9437968e-06	0.55457126	1.253002	1.8075732	-0.47395442	-0.25353011	0.10342964	0.7396601	1.156129	1.997397	1.362401	0.30601159	1.908493	1.7902491	1.7902465	1.9085061	1.7353897	-1.3667407e-05	6.1130539e-05	2.3598412e-05	7.2880581e-06	3.5722054e-05	8.2432787e-06	1.7887142	-7.5268185e-07	0.55621946	-0.55624582	-0.0061921705	0.0054740264	-0.70497548	-0.70502063	-0.32358083	0.32359453	0.0093591899	-0.15250138	0.00023197147	4.4786242e-05	-0.00023330487	4.8152828e-05	-0.15220267	0.0013744053	0.55625466	-0.55621694	0.0056860442	-0.0064041128	-0.70501049	-0.70497374	-0.32357541	0.32356794	-0.15222039	-0.0013732715	0.00027390572	8.6624529e-06	-0.00017577619	-0.00045481151	-0.009363725	-0.15248634	0.00013103275	3.0661964e-05	-3.3095011e-05	-9.4612751e-06	1.1711349e-05	1.7887024	-3.4922912e-06	-1.3551333e-05	2	2	0	0	-84.524021	R0:S0:1	1.7353897	-65.4976	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	3	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@09:56
2x2_2C_8b_C2v_L	5.7312956	0	0	7.5	0	-0.10290893	-2.7351483	-4.0619326	0.19202392	-3.2941268	-0.014585727	-0.014587593	-3.2943931	0	2.5	10.6972	2.1239473e-06	2.7794728e-06	3.5639693e-06	4.859536e-06	2.8225687e-06	-2.9923357e-06	-0.15058142	2.9985285e-06	-0.22256752	0.22263196	1.0084696	-1.0064663	2.180069	2.1813813	0.28713045	-0.28717526	-0.13314039	2.1007127	-4.9928417e-05	8.5488236e-07	7.7149088e-06	-3.6212945e-05	2.0966675	-0.019717771	-0.22256205	0.22248861	-1.0083067	1.0102918	2.1801944	2.1788811	0.28713937	-0.28709136	2.0966005	0.019711828	1.5926662e-05	-6.0468435e-05	-4.6810103e-05	4.251908e-06	0.13314371	2.1008121	2.1	1	0.2	9.918245e-06	9.5953307e-06	9.8382376e-07	-6.5980012e-08	-8.4274233e-07	-0.1505801	2.8687115e-07	-5.4645017e-07	1.8483892e-09	-2.7088067e-06	0.55515356	1.2533816	1.8085352	-0.47190977	-0.25264093	0.10314587	0.74117514	1.1503744	1.9974484	1.3637166	0.30793872	1.9099017	1.7935586	1.7935605	1.9099153	1.736956	-4.3351474e-06	-2.3272098e-06	-2.118991e-06	-2.3227586e-06	-7.4424025e-06	2.3011818e-05	1.7768374	-9.3443737e-06	0.55693053	-0.55695949	-0.0058587372	0.0050054366	-0.70331158	-0.70337695	-0.32523082	0.32528122	0.0095157626	-0.15018632	0.00012704465	-7.9827154e-06	-2.6716263e-05	9.2006233e-05	-0.14987123	0.0014123361	0.55694665	-0.55691223	0.005803593	-0.006656705	-0.70333948	-0.70328196	-0.32525505	0.32520007	-0.1499008	-0.0014064994	-3.3678517e-05	0.00015175637	0.00011665187	-2.4739128e-06	-0.0095205887	-0.15018212	-0.00011652194	-1.3659812e-05	1.4262505e-06	-1.4914426e-06	4.6609252e-06	1.7768409	-4.8462171e-06	2.8413115e-07	2	2	0	0	-84.608194	R0:S0:1	1.736956	-65.5776	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@10:09
2x2_2C_8b_C2v_L	5.749577	0	0	7.5	0	-0.10229572	-2.7417152	-4.0617691	0.18998814	-3.2955884	-0.014808315	-0.014798177	-3.2957431	0	2.5	10.7072	3.8639986e-06	-3.3990958e-06	-1.2054048e-05	2.0045582e-06	1.0616058e-05	-6.1392377e-07	-0.15014114	3.1622944e-06	-0.22211895	0.22218525	1.0098639	-1.007961	2.1784858	2.1797269	0.28603313	-0.28607164	-0.13066719	2.1007917	4.8651893e-05	-7.2103715e-05	4.8797783e-05	2.9751688e-05	2.0968621	-0.020357	-0.22219673	0.2221236	-1.0084378	1.0103382	2.1793969	2.1781568	0.28604404	-0.28600641	2.096825	0.020343572	-3.541097e-05	1.8663429e-05	-8.2740553e-06	1.021404e-05	0.13066404	2.1008303	2.1	1	0.2	-2.7471989e-06	-2.7448118e-05	3.3707273e-06	6.83646e-06	-4.4413275e-06	-0.1501444	7.7057074e-07	-4.6342861e-07	8.5486898e-09	-2.1706236e-06	0.55573686	1.2537619	1.8094987	-0.4698588	-0.2517478	0.10286071	0.74268399	1.1441595	1.9974996	1.3650191	0.31015177	1.9112334	1.7966821	1.7966902	1.9112477	1.7385154	-8.0087137e-06	5.125588e-06	1.4905939e-05	-7.7152922e-07	-2.305708e-05	6.9222867e-06	1.765512	-1.2703048e-05	0.55753415	-0.5575649	-0.0060270249	0.0052145258	-0.70156486	-0.70162197	-0.32706496	0.32710464	0.0092055258	-0.14800328	-0.00012913211	0.00017908058	-0.00011833879	-7.0404753e-05	-0.14770502	0.0014379707	0.55758503	-0.5575496	0.0054224422	-0.0062349069	-0.70161302	-0.70155928	-0.32705656	0.32701855	-0.14772612	-0.0014292333	8.7443993e-05	-4.0909121e-05	1.8139775e-05	-2.9862693e-05	-0.0092043799	-0.14798538	3.264592e-05	3.4572543e-05	-2.4369052e-06	-4.1367701e-06	1.0039754e-05	1.7655419	-1.1212069e-05	-9.9165201e-07	2	2	0	0	-84.689492	R0:S0:1	1.7385154	-65.6576	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@10:20
2x2_2C_8b_C2v_L	5.7680674	0	0	7.5	0	-0.10140469	-2.7482656	-4.0618933	0.18835335	-3.2978721	-0.015258275	-0.015261873	-3.2973202	0	2.5	10.7172	-4.4961594e-06	-8.3057066e-06	-1.7102468e-06	1.5591798e-06	9.4566398e-06	-1.4331831e-07	-0.14983822	2.1751163e-05	-0.22178214	0.22178855	1.0100444	-1.0085745	2.177785	2.1787677	0.28499445	-0.28501706	-0.13400861	2.1011729	0.00014905385	-0.00029043009	0.00036506482	0.0002180454	2.0968389	-0.020770814	-0.22173423	0.22170573	-1.009762	1.0112357	2.1779963	2.1770215	0.28497642	-0.28496054	2.0970145	0.020762921	-0.00016836735	3.2027429e-05	0.00010529248	0.00024045887	0.1340051	2.1010145	2.1	1	0.2	-2.9191323e-05	-7.7854335e-06	9.4614248e-06	5.4449464e-06	-1.3232955e-05	-0.1498355	2.5472379e-06	-3.875647e-06	-1.2138729e-07	-1.3022353e-06	0.55632576	1.2541456	1.8104714	-0.46778381	-0.25084338	0.10257219	0.744162	1.1376973	1.9975495	1.3664557	0.31236341	1.9125161	1.7996278	1.7996231	1.9125055	1.740042	9.3265011e-06	1.0326394e-05	4.0740509e-06	2.3490173e-06	-1.1337871e-05	-5.1842409e-07	1.7549041	-4.2012999e-05	0.55823403	-0.55823642	-0.0056811609	0.0050483076	-0.69972429	-0.69976232	-0.32894107	0.32898414	0.0093021485	-0.14591604	-0.00037031436	0.00071562281	-0.00089282755	-0.00054791834	-0.14563906	0.0014452464	0.55823267	-0.55821309	0.005560121	-0.0061929644	-0.69973129	-0.69970334	-0.32895546	0.32892209	-0.14564185	-0.0014393118	0.00041844031	-7.6142561e-05	-0.00025411457	-0.00059953274	-0.0093125414	-0.14592988	0.00035049857	1.0484183e-05	-1.0750044e-05	-1.4148315e-07	2.8922307e-05	1.7548936	-4.0400095e-05	1.6368972e-05	2	2	0	0	-84.774725	R0:S0:1	1.740042	-65.7376	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	3	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@10:37
2x2_2C_8b_C2v_L	5.7867628	0	0	7.5	0	-0.10030589	-2.7548762	-4.0622331	0.18717522	-3.2998115	-0.015911961	-0.015915743	-3.2997459	0	2.5	10.7272	-1.0834353e-06	3.1586077e-05	7.7691175e-07	5.8992736e-06	-7.8311527e-06	1.1923257e-06	-0.14968197	1.4086011e-06	-0.22134186	0.22141987	1.0120176	-1.0096788	2.1761116	2.1776553	0.28394774	-0.28399321	-0.12976034	2.1015711	-2.0155104e-05	-2.8887067e-05	-1.4895997e-05	-6.7330461e-05	2.0976446	-0.021331087	-0.22144762	0.22136214	-1.0093398	1.0116884	2.1778635	2.1763276	0.28401563	-0.28396052	2.0976678	0.021332269	-3.3072288e-05	-1.2721523e-05	-6.5778392e-05	-1.0779057e-05	0.1297657	2.1015468	2.1	1	0.2	5.3871061e-06	1.0535546e-06	-1.508693e-05	2.1973891e-06	-1.8098563e-06	-0.14967724	-3.6331015e-07	8.1211544e-06	3.6177627e-08	-2.8699459e-06	0.55692095	1.2545324	1.8114533	-0.46568392	-0.24992981	0.10227999	0.74558905	1.1312643	1.9975975	1.3679862	0.31436263	1.9136828	1.8023276	1.8023178	1.9136911	1.7415152	2.3495955e-06	-4.1747938e-05	1.0264492e-06	-2.2585044e-06	1.4461922e-05	-2.4077686e-06	1.7451907	-1.1024278e-05	0.55895665	-0.55899596	-0.006087391	0.0050962849	-0.69773609	-0.69781649	-0.33077024	0.33081578	0.0088894941	-0.14403104	4.9329835e-05	7.31326e-05	3.9489871e-05	0.00016440127	-0.14374871	0.0014585402	0.55900014	-0.55895568	0.0049534687	-0.0059446602	-0.69781594	-0.69775262	-0.33083676	0.33077359	-0.14376145	-0.0014652362	8.6072087e-05	3.8658061e-05	0.00015377047	3.1239148e-05	-0.0088961599	-0.14401421	-6.4200409e-05	-2.4832022e-06	1.7028924e-05	-1.9249677e-06	-4.1549266e-06	1.7451521	2.7235872e-06	-1.7812705e-05	2	2	0	0	-84.862933	R0:S0:1	1.7415152	-65.8176	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	2	sharp_wc_2.0_b_50	self-energy/D/M	boucle.py	2024-04-30@10:49
